Best_Model,Composite_Score,R2,RMSE,MAE,RPD,RPIQ
WeightedEnsemble_L2,0.14187920020213596,-0.04088109950613461,1.818527078649601,0.989956547609016,0.9801655600416395,0.20346136405884818
