Sample_No,image_no,moisture,soil_type,soc,SI,lab_b,CI,median_s,luv_u,mean_r,entropy,xyz_Z
12,356,33.39,2,1.92,1.048416163,17.21618699,0.260973729,69,7.539949761,141.9714605,14.46165369,0.161856012
13,357,27.6,3,2.5,0.978656068,22.26362228,0.493290712,115,14.80545586,120.6845902,13.45203276,0.072116014
13,359,27.6,3,2.5,1.207321571,16.78881753,0.306793715,67,8.65680579,150.2821668,14.24503973,0.186169126
13,360,27.6,3,2.5,1.275254962,22.90810822,0.331182375,94,9.05935816,136.4363839,14.07900958,0.118483697
14,365,17.5,1,2.07,1.376290629,27.66222205,0.461971589,118,20.37160308,155.7442004,15.06899343,0.118638146
14,367,17.5,1,2.07,1.366073563,27.24664439,0.440250156,115,19.62278995,156.7840003,15.0624683,0.124696602
14,368,17.5,1,2.07,1.264791676,24.72431704,0.449351171,109,18.89011782,153.7641303,15.08847207,0.128308685
14,370,17.5,1,2.07,1.235162042,23.68409991,0.456196733,106,19.10373646,154.9997808,15.09917709,0.134938694
14,371,17.5,1,2.07,1.1206067,22.4756569,0.404876108,102,16.8123517,149.0135124,15.14388748,0.130177229
15,372,22.3,1,1.75,0.843548322,16.48856432,0.320261815,79,12.98269569,145.0499841,15.05112011,0.155114596
15,374,22.3,1,1.75,0.996701316,21.12780325,0.332549732,97,13.83595419,143.9204799,15.06868157,0.130458212
15,376,22.3,1,1.75,1.065227397,22.98744815,0.338336662,101,14.88817724,149.1370974,15.02203916,0.134135857
15,378,22.3,1,1.75,1.239041814,23.13017423,0.411574115,103,17.21429897,151.6227081,15.03713769,0.133452129
15,379,22.3,1,1.75,1.2558608,24.47174484,0.422837842,106,17.98767412,154.715342,15.02710668,0.134312849
15,381,22.3,1,1.75,1.133681777,23.37241438,0.392127367,106,16.69184381,149.1181441,15.05513056,0.127413164
15,382,22.3,1,1.75,1.110333044,23.03326794,0.385732474,103,16.91756777,150.4535037,15.09085602,0.131563434
16,383,19.2,1,2.66,0.762018593,14.69067349,0.327724352,74,12.95625729,144.4103157,15.12142395,0.161054755
16,384,19.2,1,2.66,0.868111364,16.10024854,0.345932956,77,13.87099681,150.9365234,15.1108881,0.171827467
16,387,19.2,1,2.66,1.011880556,18.18638986,0.380946298,83,15.34230949,156.0117188,15.10390001,0.173089551
16,391,19.2,1,2.66,0.964890789,17.6652935,0.367911745,82,14.6176141,152.9553372,15.05024922,0.168414668
16,394,19.2,1,2.66,1.097268713,20.76511422,0.373490511,91,15.38163561,154.2150231,15.12834198,0.156013237
17,396,13.3,1,1.59,1.456028156,18.64322746,0.509478457,80,12.75872191,151.1424785,14.15202318,0.164924659
17,397,13.3,1,1.59,1.565744486,20.66157086,0.504739768,86,14.26506775,154.5349769,14.17341446,0.161133426
17,398,13.3,1,1.59,0.820582194,16.45219346,0.320483622,79,12.36743903,141.8366749,15.12378766,0.147879279
17,400,13.3,1,1.59,0.748757054,15.48732738,0.280314236,76,11.19195827,139.3573422,15.11283134,0.148609658
17,401,13.3,1,1.59,0.678296927,13.72359764,0.286869757,70,11.20270069,139.865633,15.11871624,0.15758083
18,402,13.6,1,1.27,1.262172776,21.36945991,0.402226935,90,14.42775104,152.5811942,14.9013951,0.151757948
18,403,13.6,1,1.27,1.291392086,23.37612322,0.402617487,95,15.6816852,157.0696349,15.04076916,0.152276091
18,404,13.6,1,1.27,1.435464819,23.77066835,0.45328781,98,16.17754705,156.1298828,14.85794755,0.146385956
18,405,13.6,1,1.27,1.512423448,21.14497362,0.479521869,88,14.20672217,153.462771,14.39744708,0.156023275
18,407,13.6,1,1.27,0.989217491,19.47933525,0.332018681,87,13.76045011,149.0393814,15.08001641,0.151589217
18,408,13.6,1,1.27,1.016796845,20.23995702,0.34276114,90,14.15792236,148.2289939,15.18032621,0.144818658
18,409,13.6,1,1.27,1.040482893,21.02545238,0.360561569,95,15.06238605,147.7885244,15.14242871,0.137635983
18,410,13.6,1,1.27,1.063066918,18.79222899,0.366069629,85,13.47004207,145.2157605,15.04201379,0.144366472
18,415,13.6,1,1.27,1.005928474,20.39695006,0.329336906,86,13.58744699,152.8766342,15.11409652,0.159591703
19,416,19.4,2,2.51,0.926818701,17.12859475,0.356736754,77,14.28304648,156.885523,15.00164826,0.184728441
19,418,19.4,2,2.51,0.7823793,15.42316692,0.317031217,73,12.7038021,148.7902384,15.11888738,0.172346111
19,420,19.4,2,2.51,0.898362932,17.7117501,0.322064198,79,13.26748063,151.7302097,15.07280825,0.169145668
19,421,19.4,2,2.51,0.793090204,15.70441398,0.326873465,76,12.95198551,144.8659319,14.99793485,0.158041371
19,422,19.4,2,2.51,0.915463058,17.58313705,0.382447185,81,15.26592395,154.0856784,15.11727853,0.170047371
19,424,19.4,2,2.51,0.889255997,17.32238408,0.359472661,80,14.1457025,150.8523796,15.14886886,0.165078189
19,425,19.4,2,2.51,1.072481587,21.48667608,0.393790359,91,16.51424788,158.7376834,15.15616844,0.162660097
19,426,19.4,2,2.51,1.11073297,20.60571982,0.407360731,91,16.05483979,153.8251156,15.01219565,0.153360603
20,427,18.6,2,2.77,0.974345693,18.36593148,0.342642239,83,13.60275552,149.9700056,15.02764444,0.159655881
20,428,18.6,2,2.77,1.128894731,21.42942909,0.371420203,94,15.34780184,152.948282,15.13966496,0.149615195
20,429,18.6,2,2.77,1.167044601,22.80090964,0.36525404,97,15.05847847,153.693758,15.11267487,0.146966143
20,430,18.6,2,2.77,1.250361021,23.27538335,0.419546908,100,16.47613523,155.2169962,15.03102881,0.144925814
20,431,18.6,2,2.77,1.153492155,21.27927207,0.382447014,93,14.86762312,151.0950454,15.04788355,0.146453542
20,433,18.6,2,2.77,0.962596442,18.6351263,0.361373283,86,14.59127864,150.4654616,15.05026624,0.1566433
20,434,18.6,2,2.77,0.89355557,17.46938446,0.334222666,83,13.5445108,145.957968,15.07608052,0.151752961
20,435,18.6,2,2.77,0.911578013,17.70048023,0.354370807,84,14.21938704,147.584383,15.0678955,0.153326623
14,437,0.0,1,2.07,1.403742978,23.96403198,0.795243419,116,18.634293,138.6828563,13.11459377,0.095530052
14,443,0.0,1,2.07,1.130909466,23.68245189,0.70500706,116,17.82418569,135.3556282,13.08120743,0.091046572
14,444,0.0,1,2.07,1.564841107,26.58204372,0.736978513,117,18.08504572,146.9095783,14.0754871,0.106971505
15,445,0.0,1,1.75,1.289191607,27.07050628,0.823405088,124,18.1622154,139.5114796,13.48375873,0.088993007
15,446,0.0,1,1.75,1.258819275,22.85002894,0.630980669,110,15.52583125,133.8780493,13.05138001,0.095663379
15,447,0.0,1,1.75,1.679957608,26.47130979,0.750846258,115,17.38344386,146.349709,13.91389773,0.107766768
15,448,0.0,1,1.75,1.568900326,26.14831929,0.712793798,116,17.32568982,144.3410395,13.98736444,0.104331996
15,449,0.0,1,1.75,1.523343521,24.32791728,0.654163538,110,16.22305051,141.8910236,13.95974459,0.107408077
15,450,0.0,1,1.75,1.553903208,23.54453474,0.651118925,107,15.05308982,139.6139987,13.49742533,0.107650047
16,451,0.0,1,2.66,0.794431118,21.69915881,0.399941366,118,14.43176121,115.7389987,13.26806789,0.065282697
16,452,0.0,1,2.66,0.969265625,18.30101213,0.554174346,96,13.11858888,124.6813815,12.90807889,0.095188296
16,454,0.0,1,2.66,1.646734053,25.10780605,0.703493481,110,16.88667646,146.6281091,13.99975839,0.114352938
16,456,0.0,1,2.66,1.094828195,20.03184629,0.536202124,97,12.46105365,128.7620177,13.48085166,0.10060079
17,457,0.0,1,1.59,1.193118934,26.0922042,0.965026242,123,17.52320332,132.685806,12.95931481,0.079379334
17,458,0.0,1,1.59,1.584556704,23.96922804,0.92420925,110,16.90410423,139.3192961,12.53816181,0.100982427
17,459,0.0,1,1.59,1.279581995,23.86956018,0.711149731,110,14.09628264,131.5745775,12.95464084,0.090919008
17,460,0.0,1,1.59,1.580224471,25.38813329,0.856354349,114,15.33954311,136.0941885,13.10571944,0.093125975
17,461,0.0,1,1.59,1.292882429,25.42091463,0.74849914,118,15.08321526,130.3145528,13.13228622,0.081640485
17,462,0.0,1,1.59,1.570111162,24.56707119,0.795432096,111,15.29215544,135.2559391,13.05303652,0.093934801
18,463,0.0,1,1.27,1.171015901,26.70166722,0.871459398,127,17.75694205,131.5207071,13.12992664,0.075053788
18,464,0.0,1,1.27,1.475372527,23.80597898,0.806238706,110,16.38187904,138.1099729,12.77252975,0.100033073
18,465,0.0,1,1.27,1.773571804,25.91702624,0.729234434,112,16.30675591,145.0359136,13.86778046,0.109247619
18,466,0.0,1,1.27,1.714691619,25.50108007,0.744329267,111,15.61336454,142.3948701,13.67738596,0.106203818
18,467,0.0,1,1.27,1.53827338,25.45229909,0.742368259,116,16.81589673,139.1293447,13.77974099,0.096092581
19,469,0.0,2,2.51,0.741988291,23.06926216,0.523750282,119,15.72786051,120.8545918,12.56526555,0.068600685
19,470,0.0,2,2.51,1.790290785,21.57419998,1.038129314,100,15.50360789,139.9026626,12.13594259,0.113892683
19,471,0.0,2,2.51,1.444442587,23.13773772,0.678412816,108,14.77925119,132.2107781,13.12275995,0.092904003
19,472,0.0,2,2.51,1.471969794,22.85023616,0.491663689,103,14.74238397,138.1796091,14.35906911,0.107393265
19,473,0.0,2,2.51,1.079259766,21.37142158,0.663489246,102,13.63303064,129.3668288,12.84421184,0.094832363
20,474,0.0,2,2.77,0.760217814,26.85247284,0.830914299,133,18.11066826,125.9286312,12.50150067,0.064002388
20,476,0.0,2,2.77,1.33281193,26.10848218,0.888219066,120,16.03183028,132.9404695,12.96195863,0.082934624
20,477,0.0,2,2.77,1.507369566,25.89151166,0.92510112,117,16.42736037,136.4569515,13.00572529,0.089913746
20,478,0.0,2,2.77,0.58222252,21.42771834,0.421931466,111,13.28054817,117.799147,12.42488099,0.07194809
20,479,0.0,2,2.77,0.727646137,22.03038968,0.521914623,109,13.80885718,123.4746492,12.4393705,0.080176498
14,480,77.01,1,2.05,0.786887359,16.71129621,0.371627925,104,13.96582904,110.0531928,14.35761471,0.068051454
14,481,77.01,1,2.05,1.043295086,19.23392464,0.535278523,107,18.11234057,130.5761918,14.74588728,0.093438917
14,482,77.01,1,2.05,0.703155113,14.56239124,0.340413442,86,11.2888535,113.4495775,14.11889879,0.086383293
14,485,77.01,1,2.05,0.865775036,15.82344023,0.379505095,89,12.34157658,119.9202607,14.29137062,0.094128756
15,486,75.9,1,1.75,0.662148187,16.80852259,0.332256886,106,12.97412133,102.171596,13.85853881,0.056043166
15,487,75.9,1,1.75,1.048073196,18.8458096,0.589112317,100,15.53581236,127.5847018,14.12488851,0.094086123
15,488,75.9,1,1.75,0.865207906,16.41178427,0.399742185,89,11.34308326,116.7426658,13.99624865,0.087893989
15,490,75.9,1,1.75,0.952603522,15.32946238,0.421631703,79,10.75018587,123.2549027,14.13717683,0.107646909
15,491,75.9,1,1.75,0.648950554,14.44740563,0.328585517,83,9.879561556,109.1320751,13.76800969,0.08106299
16,493,65.56,1,2.66,0.518431789,11.50924246,0.29670797,76,9.820249014,104.7258052,13.99477435,0.080267035
16,494,65.56,1,2.66,0.312120576,9.104014904,0.12995516,58,4.894029797,94.66230867,13.64550284,0.078448069
16,495,65.56,1,2.66,0.746220324,12.94855456,0.321074135,68,9.199675428,125.5523956,14.47158852,0.126554669
16,496,65.56,1,2.66,0.370121863,9.663615892,0.15167536,61,5.699832635,96.38585058,13.82241934,0.078378032
16,497,65.56,1,2.66,0.486188823,9.485814101,0.203559601,53,5.924746236,110.419603,14.12579995,0.1101125
17,498,51.52,1,1.59,0.557993007,16.3511597,0.264620367,113,12.23927614,93.47620376,13.71769612,0.04483198
17,501,51.52,1,1.59,0.775995703,15.81758632,0.338456186,86,10.39153287,113.944595,14.04346022,0.085977996
18,503,60.16,1,1.27,0.582259534,17.17186378,0.293398926,116,13.0357014,95.5516183,13.62513022,0.045042025
18,504,60.16,1,1.27,0.814612656,18.11331953,0.479853115,105,15.07474824,116.333526,13.82143603,0.074037165
18,505,60.16,1,1.27,0.622500163,14.95264292,0.31514843,89,10.40346326,106.3137755,13.74254047,0.072911909
18,507,60.16,1,1.27,1.131384152,18.84366238,0.525802182,96,14.03403831,127.8647959,14.24913269,0.098370654
19,509,21.1,2,2.51,0.693843624,18.71413343,0.348537076,121,13.91269227,100.467614,13.66991441,0.047909096
19,510,21.1,2,2.51,1.028983572,20.46912215,0.518302534,111,16.11057854,123.5454401,13.96572702,0.079675247
19,511,21.1,2,2.51,0.755594725,16.94161071,0.328219773,98,11.21521562,108.8990553,13.76626211,0.070987888
19,512,21.1,2,2.51,0.940889142,17.87574503,0.398000688,97,12.16171935,117.6274115,13.95139824,0.083605802
19,513,21.1,2,2.51,0.973658092,18.77349891,0.430196365,101,13.08682156,119.6439134,14.00555487,0.083108606
19,514,21.1,2,2.51,0.990421419,19.22191592,0.443049058,101,13.15192756,121.3300582,14.06717126,0.085166733
20,515,50.91,2,2.77,0.475094026,16.77074645,0.210210338,121,12.16473347,87.62143256,13.25573079,0.036285531
20,516,50.91,2,2.77,0.731634892,19.12176066,0.464948896,109,14.43157088,113.2388471,13.63733641,0.067046412
20,518,50.91,2,2.77,0.510630913,14.85707424,0.248678561,87,9.293247787,105.2289142,13.48174525,0.073532287
20,519,50.91,2,2.77,0.740631223,17.22108709,0.360772946,95,10.9383041,111.8339246,13.73643493,0.076504037
20,520,50.91,2,2.77,0.434840547,13.70159494,0.204574149,83,8.59573978,101.0637556,13.26754787,0.07008587
20,521,50.91,2,2.77,0.818480815,16.58741207,0.396144405,89,10.83938477,116.8909837,13.76730413,0.088920967
14,522,61.42,1,2.07,1.041917205,20.36598306,0.643982884,117,17.66658165,116.4559152,14.03725143,0.063723314
14,523,61.42,1,2.07,1.612643925,22.07144472,0.752495968,108,19.7527782,140.1772561,14.3509491,0.10220194
14,525,61.42,1,2.07,1.528194973,21.33307647,0.648200626,105,16.54405807,131.2432039,14.32050134,0.092175588
14,526,61.42,1,2.07,1.604541575,22.92884312,0.655741577,111,18.42930038,135.4620735,14.32078474,0.0921735
14,527,61.42,1,2.07,1.422930809,20.2068468,0.640419029,103,16.36100661,128.4497967,14.34118223,0.089959405
15,528,63.76,1,1.75,0.821628824,18.04807249,0.437605165,107,13.96977444,108.5413544,13.88230964,0.062175321
15,529,63.76,1,1.75,1.209473983,19.84629959,0.54450507,98,15.92722165,135.3193692,14.60616691,0.107616236
15,531,63.76,1,1.75,1.28940674,18.21541873,0.50250806,90,12.55125918,126.6907486,14.16626402,0.101447092
15,532,63.76,1,1.75,1.255880025,19.06560852,0.510346064,95,13.28986692,126.3974011,14.25427702,0.096223618
15,533,63.76,1,1.75,1.159565709,17.34966226,0.485102653,91,11.96529725,118.3772321,14.09561719,0.087143076
16,534,60.57,1,2.66,0.505502841,11.32851402,0.24906988,76,8.446342532,97.28310348,14.11256642,0.069231844
16,535,60.57,1,2.66,0.647659004,11.94652562,0.346666588,71,10.11391919,116.4238879,14.33885958,0.104216973
16,537,60.57,1,2.66,0.632418953,11.75936731,0.278864363,66,7.742975923,113.1430963,14.27005708,0.103695492
16,538,60.57,1,2.66,0.653017782,12.83177174,0.315432112,71,8.549476901,115.0535116,14.28911021,0.102439282
16,539,60.57,1,2.66,0.506669975,10.78268198,0.211699562,63,6.529925583,104.3928173,14.04180118,0.09002064
17,541,45.07,1,1.59,0.996643734,19.14301444,0.553418387,102,14.40806579,122.5668447,14.01560061,0.085103377
17,542,45.07,1,1.59,0.476718632,15.25456969,0.228446703,96,9.617931322,96.07521524,13.55133778,0.055563474
17,543,45.07,1,1.59,0.948137742,17.66238136,0.430384845,94,11.68589997,116.1926419,14.06799287,0.08235174
17,544,45.07,1,1.59,0.942222802,17.87235539,0.432480239,98,12.07571972,113.7790179,14.11845066,0.076079301
17,545,45.07,1,1.59,0.48819848,15.25445233,0.236182269,96,9.83849339,96.34146781,13.5887522,0.05558585
18,546,55.97,1,1.27,0.893754846,17.57672424,0.410834511,102,13.62089464,112.7204241,14.1501045,0.071547419
18,547,55.97,1,1.27,1.065423098,19.49785145,0.57001992,100,15.65407246,132.0884675,14.42554625,0.10189436
18,548,55.97,1,1.27,0.980665609,17.59137539,0.429030873,92,11.94353283,121.0031091,14.17759783,0.092133491
18,549,55.97,1,1.27,0.942697834,17.42522803,0.417152511,95,11.97888641,116.4660196,14.05809192,0.082904872
19,551,4.44,2,2.51,1.057110784,19.65440678,0.545115991,104,13.82060593,119.8338249,13.74394435,0.079425237
19,552,4.44,2,2.51,1.908918464,23.65240858,0.690371871,100,17.89257058,157.9110132,13.98093162,0.146645473
19,553,4.44,2,2.51,1.22878233,19.62098813,0.50720195,93,12.1773829,130.5284399,13.93013072,0.106806429
19,555,4.44,2,2.51,1.343822452,20.31826568,0.5298217,94,13.02280403,134.4518893,14.05447171,0.111597972
19,556,4.44,2,2.51,1.393413589,20.84757548,0.493921895,94,13.47603886,137.8260922,14.24464755,0.116816864
20,559,42.7,2,2.77,0.980350196,19.34207974,0.533668516,106,14.80145189,120.5644631,14.24719017,0.079611266
20,560,42.7,2,2.77,0.51619337,17.27488059,0.265026712,105,11.36384238,101.649992,13.35193474,0.057100713
20,561,42.7,2,2.77,0.783571622,18.65992254,0.407419772,104,12.46474089,111.6801459,13.61481813,0.069251825
20,562,42.7,2,2.77,0.877278397,19.27368333,0.452397862,105,12.98579105,114.6621293,13.7666251,0.072187362
20,563,42.7,2,2.77,0.643622865,18.08681555,0.337098753,107,12.02999784,105.0380461,13.53509809,0.059724779
14,566,33.5,1,2.05,1.438612738,18.04807205,0.734240338,91,15.72812302,137.1435547,13.73570349,0.118813151
14,568,33.5,1,2.05,1.334305447,20.47483361,0.712360686,105,15.70529981,123.993463,13.82700731,0.08141763
14,569,33.5,1,2.05,1.114417614,19.6973132,0.690990023,107,15.16945031,117.7638911,13.76782095,0.072483641
15,570,3.98,1,1.75,1.606599035,20.09274055,0.705493471,95,14.75652453,134.7557996,13.7860124,0.108484088
15,571,3.98,1,1.75,1.796179487,24.73742039,0.518769981,94,17.67326003,173.3506059,13.9257017,0.189629857
15,572,3.98,1,1.75,1.4787994,20.89014783,0.511299336,91,12.47858414,139.6617506,13.80586386,0.124158341
15,573,3.98,1,1.75,1.690661809,21.9937799,0.493538956,94,13.64169181,143.4040976,14.00093627,0.126394683
15,575,3.98,1,1.75,1.630119927,23.11571025,0.458206205,92,14.56596018,155.1375957,14.21244345,0.151353705
15,576,3.98,1,1.75,1.714515853,22.97554963,0.479246746,95,14.07811374,148.2849968,14.16413873,0.134297282
16,579,37.0,1,2.66,0.208464859,10.46716549,0.082629161,67,5.323131414,88.61533402,12.73942226,0.062358967
16,581,37.0,1,2.66,0.426330259,11.90764735,0.207517565,72,7.099395461,99.17546237,13.33874587,0.074507293
16,582,37.0,1,2.66,0.418601754,11.5767574,0.188435208,70,6.828952571,98.50544085,13.34276661,0.074704564
16,583,37.0,1,2.66,0.343333452,11.55823225,0.158356241,71,6.660360739,95.54729353,13.23616069,0.069425253
17,584,23.77,1,1.59,0.497515669,14.47190312,0.252752637,97,11.25490977,97.0866749,13.48877533,0.055851567
17,585,23.77,1,1.59,0.919973414,15.35706072,0.475179741,82,12.11403697,128.3560866,13.94527218,0.116303234
17,586,23.77,1,1.59,0.713313738,16.73689918,0.342936899,97,11.28142285,107.9251036,13.82784538,0.069542554
17,589,23.77,1,1.59,0.784139447,17.49294978,0.362496229,99,11.74568834,109.3288425,13.90260917,0.069293635
18,590,26.02,1,1.27,0.365163994,15.74693872,0.170807222,103,11.62484796,96.77387596,12.76459053,0.052002987
18,591,26.02,1,1.27,1.110734423,16.31378815,0.671119918,85,12.7262635,128.425582,13.26084077,0.111429414
18,592,26.02,1,1.27,0.481988281,17.14571811,0.279362614,98,11.3107034,107.435806,13.01437455,0.067567344
18,594,26.02,1,1.27,0.745223599,18.88006692,0.450703585,104,12.90343231,112.4414262,13.41285247,0.069215738
18,595,26.02,1,1.27,0.928379312,20.00621952,0.545609817,105,13.69563828,117.6676499,13.54305175,0.074523977
18,596,26.02,1,1.27,0.931934987,19.05641703,0.541464156,102,13.28714967,117.1219308,13.63048066,0.076841883
19,597,1.66,2,2.51,0.715128032,16.54818031,0.370450382,93,11.59066026,112.3361169,13.39559369,0.077849107
19,598,1.66,2,2.51,1.761454206,19.17418859,0.67636426,84,14.33086576,153.1445512,13.73972178,0.163249666
19,599,1.66,2,2.51,0.875202107,17.3666363,0.420264069,88,10.60771012,119.6488361,13.47900394,0.093163315
19,600,1.66,2,2.51,1.032859335,18.4759987,0.505321586,92,11.52679018,123.4975686,13.73495073,0.095977719
19,602,1.66,2,2.51,1.240855159,18.59947127,0.543562953,89,11.86035666,129.3989955,13.74430161,0.108392881
20,603,25.73,2,2.77,0.481370368,15.59914879,0.249958247,107,12.02339044,94.15473533,13.36586265,0.047598896
20,604,25.73,2,2.77,0.818642706,15.7616069,0.425138302,88,12.17474182,121.1790099,13.69865897,0.097574952
20,605,25.73,2,2.77,0.468070223,15.70189551,0.230711566,100,10.2608284,97.63075973,13.22809957,0.055946242
20,607,25.73,2,2.77,0.670183594,17.75144532,0.321534187,106,12.02677761,104.6881776,13.61866399,0.059895304
20,608,25.73,2,2.77,0.602921013,16.79808945,0.27902716,103,11.33241463,101.6793686,13.48521105,0.058259415
14,611,0.18,1,2.07,1.490099714,20.60074068,0.734668389,101,16.5819024,133.5915976,13.86688514,0.099529386
14,612,0.18,1,2.07,1.831745948,23.47447998,0.595230713,96,19.44268223,170.4366032,14.25687893,0.180032297
14,613,0.18,1,2.07,1.5278816,23.89330208,0.579312773,110,16.79780882,137.2434829,14.36670549,0.0968395
14,614,0.18,1,2.07,1.655720927,25.44308418,0.588150054,113,17.85492835,143.1385124,14.47028036,0.102607813
14,616,0.18,1,2.07,1.614252541,23.77458427,0.588252339,107,16.74044879,140.4872848,14.28055115,0.104682297
15,617,0.21,1,1.75,1.451494867,19.05639889,0.728031108,93,14.04645017,131.9719786,13.56354005,0.107178878
15,618,0.21,1,1.75,1.819264877,23.30442563,0.516783437,91,17.0543969,170.5829281,13.95274594,0.189764247
15,619,0.21,1,1.75,1.319903953,19.70546658,0.747098804,99,14.12164465,126.1387317,13.35323275,0.091688122
15,620,0.21,1,1.75,1.478089346,20.48301049,0.502799527,92,12.55732397,136.2157207,13.91032791,0.116649345
16,625,1.65,1,2.66,1.0810561,15.52890722,0.479758809,82,11.49622886,121.3474171,13.5995005,0.100461532
16,626,1.65,1,2.66,1.509762452,17.65723432,0.522905418,76,13.89972073,157.4114716,13.91239872,0.185356595
16,627,1.65,1,2.66,1.212592589,17.24388453,0.476730705,84,10.97189318,125.0807956,13.80571443,0.105026955
16,628,1.65,1,2.66,1.388369029,18.74760154,0.473292786,84,12.02224715,137.5131138,14.11035166,0.127888805
16,629,1.65,1,2.66,1.414837395,19.79709389,0.452233744,87,12.81749507,140.7334184,14.21824278,0.130079688
17,630,1.41,1,1.59,1.143840678,18.57240726,0.567066178,96,13.27638196,124.0954241,13.75736607,0.092681522
17,631,1.41,1,1.59,1.736668191,22.35249204,0.591598708,93,16.39160322,161.8573621,14.15989714,0.16873128
17,632,1.41,1,1.59,1.141540938,20.31446273,0.475916743,97,12.4666832,127.6969069,14.03677814,0.09727617
17,633,1.41,1,1.59,1.417835607,21.74872747,0.492717596,97,13.62479018,138.5627392,14.20969431,0.115055078
17,634,1.41,1,1.59,1.472794541,22.99201012,0.485766416,102,14.40629339,139.6425183,14.35095321,0.111273334
18,635,1.67,1,1.27,1.548608273,20.0329531,0.729947747,98,14.38375446,129.4834782,13.19842727,0.09742076
18,636,1.67,1,1.27,2.048801701,24.00212309,0.610530216,97,17.00720845,163.0525151,13.69556112,0.162943281
18,637,1.67,1,1.27,1.618918073,22.29664373,0.577152179,101,13.50354639,134.6222696,13.79904295,0.104085927
18,638,1.67,1,1.27,1.840325064,23.86506255,0.575839046,100,14.59833411,146.3429129,13.84383065,0.124301124
19,640,1.33,2,2.51,0.589973636,15.65684688,0.335056023,91,11.31714121,109.5159239,13.11777666,0.075272571
19,641,1.33,2,2.51,1.757767961,17.52055908,0.669107544,81,13.73264269,149.5715681,13.59179952,0.161704905
19,642,1.33,2,2.51,1.175168621,18.55171035,0.527354451,90,11.70480599,127.1780533,13.78384542,0.10370062
19,643,1.33,2,2.51,1.286393291,19.22152601,0.530801476,91,12.41085386,130.9233099,14.03246053,0.108465501
19,644,1.33,2,2.51,1.201873959,18.93851032,0.534775714,92,12.08806728,126.9659798,13.86521386,0.100950889
20,645,3.96,2,2.77,0.787470759,19.36756509,0.508340609,106,13.98253505,115.1444117,13.27227276,0.070815264
20,646,3.96,2,2.77,1.916654067,21.05269114,0.776726003,96,16.43697808,150.8484534,13.65400946,0.141818644
20,647,3.96,2,2.77,1.054965843,20.87604587,0.480598563,107,13.45026906,119.8077567,13.68932396,0.076868483
20,648,3.96,2,2.77,1.459931723,22.7831959,0.571430483,107,14.92037362,133.7918527,13.99326182,0.097125601
20,649,3.96,2,2.77,1.28452652,22.75495476,0.536754568,111,14.70535823,126.5738999,13.85049319,0.082422522
14,651,2.19,1,2.05,1.895623367,24.31432748,0.748837767,110,19.71552898,145.2138672,14.03822307,0.106585635
14,652,2.19,1,2.05,2.228292193,29.81739171,0.673919369,114,23.67930544,174.2719428,14.2445666,0.150068048
14,653,2.19,1,2.05,1.810932543,24.04542985,0.642756887,102,17.02459969,150.7706473,14.07060102,0.128256186
14,654,2.19,1,2.05,1.919704266,26.28681057,0.66757971,107,18.58117727,155.8513433,14.10130663,0.128703085
14,655,2.19,1,2.05,1.836314111,25.80394282,0.634453515,106,18.11083575,154.1734295,14.18150896,0.127467904
14,656,2.19,1,2.05,1.749280527,22.79248213,0.633881921,100,15.99405586,144.769332,14.03184357,0.120343109
15,657,10.81,1,1.75,1.78894479,24.37549381,0.758493465,115,18.2055932,135.2820671,13.88328534,0.088010103
15,658,10.81,1,1.75,1.988898013,28.13420127,0.565995654,106,21.02425903,174.8756776,14.10990355,0.16716285
15,659,10.81,1,1.75,1.589746772,21.11234256,0.54710335,96,13.42238937,134.2266821,13.84580276,0.107297175
15,660,10.81,1,1.75,1.774075568,23.34102128,0.507426817,96,15.062719,150.1882972,14.10173842,0.135073268
15,661,10.81,1,1.75,1.803978673,23.36545465,0.55574419,100,15.03782413,144.0292769,14.03800242,0.119037142
15,662,10.81,1,1.75,1.87639403,24.03489359,0.54426177,101,15.47002979,146.0523956,14.10536616,0.120520056
16,663,10.69,1,2.66,1.117289908,18.94719574,0.654570981,99,14.41735009,122.6851483,13.64574321,0.085888593
16,664,10.69,1,2.66,1.859104707,22.8927718,0.580295246,94,17.99040194,162.8016781,14.05927315,0.163864465
16,665,10.69,1,2.66,0.928458485,17.14194066,0.503932439,93,12.26036226,115.5232581,13.36400716,0.081125069
16,666,10.69,1,2.66,1.41658713,18.46423993,0.538359163,86,11.75981483,132.5095265,13.73047063,0.116783879
16,668,10.69,1,2.66,1.363790641,18.70059256,0.547486279,89,12.00729923,129.470743,13.80163898,0.107826758
17,669,3.65,1,1.59,1.371298479,24.29959824,0.679435854,119,17.5164572,128.3915617,13.85922053,0.075939263
17,670,3.65,1,1.59,2.119804644,28.11538991,0.639465477,109,20.43353273,170.597437,14.14990922,0.156443691
17,673,3.65,1,1.59,1.792384796,24.18928387,0.577966007,104,15.8266088,145.2864517,14.14487528,0.11709188
18,674,4.31,1,1.27,1.303391836,24.49161413,0.717233708,123,17.26040785,123.5799386,13.56409213,0.067107486
18,676,4.31,1,1.27,1.262079206,20.90202644,0.553409246,98,12.4386007,126.6671915,13.40511313,0.09324736
18,677,4.31,1,1.27,1.785612753,22.97645686,0.570024429,100,14.11766852,139.505401,13.69551742,0.111759659
