Best_Model,Selection_Criterion,Composite_Score,RPD,RPIQ,RMSE,R²,MAE,Capability
WeightedEnsemble_L2,Composite Score (0.35×RPD + 0.25×RPIQ + 0.20×RMSE + 0.15×R² + 0.05×MAE),0.30920738316913915,0.6719039994862933,0.8477118885468768,0.4364690468529861,-1.2150602701854196,0.3567722053917087,MODERATE
