Rank,Model,Composite,RPD,RPIQ,RMSE,R²,MAE
1,LightGBMLarge,0.3283768957792918,0.7537246307363281,0.9509414003403686,0.38908811822428463,-0.7602509389053438,0.3239614043592596
2,ExtraTreesMSE,0.32176498706895273,0.7252118370742807,0.9149680556639248,0.4043857025494933,-0.9013857367660636,0.33751927596371195
3,CatBoost,0.3201390749386039,0.71847141455329,0.9064639593804652,0.40817949370307177,-0.9372292262746769,0.34252887703123547
4,RandomForestMSE,0.3108292361405546,0.6784633321910685,0.8559875117296879,0.432249296782781,-1.1724372354202974,0.35242380923965355
5,WeightedEnsemble_L2,0.30920738316913915,0.6719039994862933,0.8477118885468768,0.4364690468529861,-1.2150602701854196,0.3567722053917087
6,XGBoost,0.30286958375378326,0.6466693654343401,0.8158744544709885,0.45350114588390616,-1.3913074928613436,0.37424098151070734
7,LightGBMXT,0.3011013922346337,0.6395162202849691,0.8068496440988827,0.45857366698504126,-1.445101385545756,0.3770805239190861
8,LightGBM,0.2974370880756894,0.6249088940492501,0.788420219479638,0.46929288577124806,-1.5607465031706922,0.38357661175890034
9,NeuralNetTorch,0.285117352324057,0.5765462993362135,0.7274032490038553,0.5086587123534267,-2.008372584185651,0.39709122781039907
