Validation_Design,Selected_Model,Selection_Method,Calibration_Images,Calibration_Physical_Soils,Validation_Images,Validation_Physical_Soils,Physical_Soils_Overlapping,Image_R2,Image_RMSE,Image_MAE,Image_RPD,Image_RPIQ,SoilCondition_R2,SoilCondition_RMSE,SoilCondition_MAE,SoilCondition_RPD,SoilCondition_RPIQ,Baseline_R2,Baseline_RMSE,Baseline_MAE
Kennard-Stone image-level split,WeightedEnsemble_L2,4-fold GroupKFold by Sample_No within KS calibration; AutoGluon trained with RMSE; models re-ranked by normalized composite,521,20,146,20,20,0.826486962669396,0.4415151816871659,0.28666318818314435,2.4089421501552724,2.0837335569852784,0.9195597364056327,0.32208620190617965,0.24828924338022876,3.6129163546256344,3.1358064829309344,-2.2921037956535883e-07,1.0599359813364067,0.6271903347093314
