Sample_No,image_no,moisture,soil_type,soc,SI,luv_v,median_h,mean_r,CI,luv_u,median_s,xyz_Z,homogeneity
20,431,18.6,2,2.77,1.153492155,26.46207252,19,151.0950454,0.382447014,14.86762312,93,0.146453542,0.027743514
20,432,18.6,2,2.77,1.019125444,23.94632661,18,152.0535914,0.383078755,15.12812315,87,0.157251407,0.026202208
20,433,18.6,2,2.77,0.962596442,23.30187353,18,150.4654616,0.361373283,14.59127864,86,0.1566433,0.027270259
20,434,18.6,2,2.77,0.89355557,21.84060614,18,145.957968,0.334222666,13.5445108,83,0.151752961,0.027303851
20,435,18.6,2,2.77,0.911578013,22.07919328,17,147.584383,0.354370807,14.21938704,84,0.153326623,0.026194792
20,436,18.6,2,2.77,0.962919746,22.85809888,17,149.6299426,0.365260728,14.59735496,85,0.155537148,0.028015308
14,437,0.0,1,2.07,1.403742978,27.77487734,18,138.6828563,0.795243419,18.634293,116,0.095530052,0.039862499
14,440,0.0,1,2.07,1.511491815,30.75959506,19,143.8972218,0.778530179,17.70219348,117,0.102492272,0.028971934
14,441,0.0,1,2.07,1.616524258,31.92949474,19,148.4739716,0.704238091,18.30852166,117,0.108782537,0.026570931
14,443,0.0,1,2.07,1.130909466,27.36556859,18,135.3556282,0.70500706,17.82418569,116,0.091046572,0.041033982
14,444,0.0,1,2.07,1.564841107,31.43026499,19,146.9095783,0.736978513,18.08504572,117,0.106971505,0.02774529
16,451,0.0,1,2.66,0.794431118,24.24944797,19,115.7389987,0.399941366,14.43176121,118,0.065282697,0.041137692
16,452,0.0,1,2.66,0.969265625,21.63662163,18,124.6813815,0.554174346,13.11858888,96,0.095188296,0.045578892
16,453,0.0,1,2.66,1.074432416,23.7578879,20,127.1084582,0.505520203,12.18197421,97,0.098129247,0.034840814
16,454,0.0,1,2.66,1.646734053,30.08084034,19,146.6281091,0.703493481,16.88667646,110,0.114352938,0.030444715
16,455,0.0,1,2.66,1.139855934,23.88031694,19,127.5383251,0.525687505,12.89829419,99,0.096613604,0.036079805
16,456,0.0,1,2.66,1.094828195,24.02313156,20,128.7620177,0.536202124,12.46105365,97,0.10060079,0.037614776
17,457,0.0,1,1.59,1.193118934,29.68936435,19,132.685806,0.965026242,17.52320332,123,0.079379334,0.042660708
17,458,0.0,1,1.59,1.584556704,28.22623714,19,139.3192961,0.92420925,16.90410423,110,0.100982427,0.047857703
17,459,0.0,1,1.59,1.279581995,28.08881727,20,131.5745775,0.711149731,14.09628264,110,0.090919008,0.04503843
17,460,0.0,1,1.59,1.580224471,29.818729,20,136.0941885,0.856354349,15.33954311,114,0.093125975,0.041184893
17,461,0.0,1,1.59,1.292882429,29.35844115,20,130.3145528,0.74849914,15.08321526,118,0.081640485,0.041279521
17,462,0.0,1,1.59,1.570111162,28.88343034,20,135.2559391,0.795432096,15.29215544,111,0.093934801,0.042884336
18,463,0.0,1,1.27,1.171015901,30.12148361,19,131.5207071,0.871459398,17.75694205,127,0.075053788,0.042428458
18,464,0.0,1,1.27,1.475372527,28.06475503,19,138.1099729,0.806238706,16.38187904,110,0.100033073,0.046134309
18,465,0.0,1,1.27,1.773571804,30.9589466,20,145.0359136,0.729234434,16.30675591,112,0.109247619,0.031478555
18,466,0.0,1,1.27,1.714691619,30.44012995,20,142.3948701,0.744329267,15.61336454,111,0.106203818,0.035781464
18,467,0.0,1,1.27,1.53827338,29.81984739,19,139.1293447,0.742368259,16.81589673,116,0.096092581,0.032995567
18,468,0.0,1,1.27,1.878444506,30.90636112,20,146.2216199,0.750063726,16.8448634,112,0.110792402,0.033200783
19,469,0.0,2,2.51,0.741988291,25.8452014,19,120.8545918,0.523750282,15.72786051,119,0.068600685,0.049971413
19,471,0.0,2,2.51,1.444442587,27.20306444,19,132.2107781,0.678412816,14.77925119,108,0.092904003,0.043198551
19,472,0.0,2,2.51,1.471969794,27.38832033,19,138.1796091,0.491663689,14.74238397,103,0.107393265,0.050897686
19,473,0.0,2,2.51,1.079259766,25.30297769,19,129.3668288,0.663489246,13.63303064,102,0.094832363,0.04753107
20,474,0.0,2,2.77,0.760217814,29.5473711,19,125.9286312,0.830914299,18.11066826,133,0.064002388,0.051927779
20,476,0.0,2,2.77,1.33281193,30.09606955,20,132.9404695,0.888219066,16.03183028,120,0.082934624,0.044687232
20,477,0.0,2,2.77,1.507369566,30.12277449,20,136.4569515,0.92510112,16.42736037,117,0.089913746,0.043411879
20,478,0.0,2,2.77,0.58222252,24.44445172,19,117.799147,0.421931466,13.28054817,111,0.07194809,0.053719986
20,479,0.0,2,2.77,0.727646137,25.47480545,19,123.4746492,0.521914623,13.80885718,109,0.080176498,0.052262129
14,480,77.01,1,2.05,0.786887359,18.60202498,17,110.0531928,0.371627925,13.96582904,104,0.068051454,0.02583741
14,481,77.01,1,2.05,1.043295086,22.05434938,16,130.5761918,0.535278523,18.11234057,107,0.093438917,0.020391226
14,482,77.01,1,2.05,0.703155113,17.00385613,17,113.4495775,0.340413442,11.2888535,86,0.086383293,0.030361941
14,483,77.01,1,2.05,0.805288006,18.11860243,17,118.0662468,0.375943893,12.14681079,88,0.091701514,0.027557957
14,484,77.01,1,2.05,0.748745182,17.10978117,17,115.6459463,0.338988333,11.45139348,85,0.09070847,0.029487235
14,485,77.01,1,2.05,0.865775036,18.64743515,17,119.9202607,0.379505095,12.34157658,89,0.094128756,0.028653359
16,494,65.56,1,2.66,0.312120576,10.85704254,20,94.66230867,0.12995516,4.894029797,58,0.078448069,0.039661191
16,495,65.56,1,2.66,0.746220324,16.10176349,18,125.5523956,0.321074135,9.199675428,68,0.126554669,0.027238649
16,496,65.56,1,2.66,0.370121863,11.44865014,20,96.38585058,0.15167536,5.699832635,61,0.078378032,0.036701987
16,497,65.56,1,2.66,0.486188823,11.76594074,19,110.419603,0.203559601,5.924746236,53,0.1101125,0.032592147
17,498,51.52,1,1.59,0.557993007,17.15119355,17,93.47620376,0.264620367,12.23927614,113,0.04483198,0.033898039
17,499,51.52,1,1.59,0.785475461,20.35689665,17,113.2690305,0.416580606,14.02944803,105,0.07039618,0.031517924
17,501,51.52,1,1.59,0.775995703,18.65711055,19,113.944595,0.338456186,10.39153287,86,0.085977996,0.030621562
17,502,51.52,1,1.59,0.740744608,18.76377545,19,112.544304,0.324103296,10.26198506,88,0.082922938,0.032434673
18,503,60.16,1,1.27,0.582259534,17.98303495,17,95.5516183,0.293398926,13.0357014,116,0.045042025,0.035480188
18,504,60.16,1,1.27,0.814612656,20.37877438,17,116.333526,0.479853115,15.07474824,105,0.074037165,0.032919701
18,505,60.16,1,1.27,0.622500163,17.16195087,18,106.3137755,0.31514843,10.40346326,89,0.072911909,0.034127618
18,506,60.16,1,1.27,0.69258214,17.42621649,18,108.3737046,0.325177574,10.46604214,88,0.07647353,0.035236845
18,507,60.16,1,1.27,1.131384152,22.28162828,18,127.8647959,0.525802182,14.03403831,96,0.098370654,0.02882141
18,508,60.16,1,1.27,0.677667634,17.48819832,18,109.1168088,0.314367553,10.5612407,88,0.077658647,0.03330653
19,509,21.1,2,2.51,0.693843624,19.80666799,17,100.467614,0.348537076,13.91269227,121,0.047909096,0.039011547
19,510,21.1,2,2.51,1.028983572,23.28769899,17,123.5454401,0.518302534,16.11057854,111,0.079675247,0.033886021
19,511,21.1,2,2.51,0.755594725,19.36869869,19,108.8990553,0.328219773,11.21521562,98,0.070987888,0.035885426
19,512,21.1,2,2.51,0.940889142,20.8550091,19,117.6274115,0.398000688,12.16171935,97,0.083605802,0.034295955
19,513,21.1,2,2.51,0.973658092,21.79939771,18,119.6439134,0.430196365,13.08682156,101,0.083108606,0.032762461
19,514,21.1,2,2.51,0.990421419,22.40982423,19,121.3300582,0.443049058,13.15192756,101,0.085166733,0.031936693
20,515,50.91,2,2.77,0.475094026,16.95216496,17,87.62143256,0.210210338,12.16473347,121,0.036285531,0.046045408
20,516,50.91,2,2.77,0.731634892,21.3395304,17,113.2388471,0.464948896,14.43157088,109,0.067046412,0.037863174
20,518,50.91,2,2.77,0.510630913,17.21584088,19,105.2289142,0.248678561,9.293247787,87,0.073532287,0.042160773
20,519,50.91,2,2.77,0.740631223,19.96221763,19,111.8339246,0.360772946,10.9383041,95,0.076504037,0.038293188
20,520,50.91,2,2.77,0.434840547,15.78791764,19,101.0637556,0.204574149,8.59573978,83,0.07008587,0.046280034
20,521,50.91,2,2.77,0.818480815,19.63608682,19,116.8909837,0.396144405,10.83938477,89,0.088920967,0.038245146
14,522,61.42,1,2.07,1.041917205,22.17984426,16,116.4559152,0.643982884,17.66658165,117,0.063723314,0.031937657
14,523,61.42,1,2.07,1.612643925,25.58864857,16,140.1772561,0.752495968,19.7527782,108,0.10220194,0.026762507
14,524,61.42,1,2.07,1.399946587,24.19765164,18,132.0726642,0.62665543,16.12290004,102,0.096995331,0.028958594
14,525,61.42,1,2.07,1.528194973,24.76643977,18,131.2432039,0.648200626,16.54405807,105,0.092175588,0.028939081
14,526,61.42,1,2.07,1.604541575,26.42970731,17,135.4620735,0.655741577,18.42930038,111,0.0921735,0.027486139
14,527,61.42,1,2.07,1.422930809,23.34802136,17,128.4497967,0.640419029,16.36100661,103,0.089959405,0.028945342
16,534,60.57,1,2.66,0.505502841,12.90055755,17,97.28310348,0.24906988,8.446342532,76,0.069231844,0.0302476
16,535,60.57,1,2.66,0.647659004,14.29426183,17,116.4238879,0.346666588,10.11391919,71,0.104216973,0.027505148
16,536,60.57,1,2.66,0.631129204,14.50409335,19,112.797732,0.277351949,7.751549979,67,0.102395864,0.029097948
16,537,60.57,1,2.66,0.632418953,14.35401568,19,113.1430963,0.278864363,7.742975923,66,0.103695492,0.029529115
16,538,60.57,1,2.66,0.653017782,15.5908895,19,115.0535116,0.315432112,8.549476901,71,0.102439282,0.028585517
16,539,60.57,1,2.66,0.506669975,12.99732459,20,104.3928173,0.211699562,6.529925583,63,0.09002064,0.031523415
17,540,45.07,1,1.59,0.571504895,17.38617609,17,95.93277663,0.291736337,12.43510136,110,0.048045019,0.035580885
17,541,45.07,1,1.59,0.996643734,22.1436843,17,122.5668447,0.553418387,14.40806579,102,0.085103377,0.030996706
17,542,45.07,1,1.59,0.476718632,16.8817495,19,96.07521524,0.228446703,9.617931322,96,0.055563474,0.038159069
17,543,45.07,1,1.59,0.948137742,20.6144911,19,116.1926419,0.430384845,11.68589997,94,0.08235174,0.029576269
17,544,45.07,1,1.59,0.942222802,20.57616293,19,113.7790179,0.432480239,12.07571972,98,0.076079301,0.028443053
17,545,45.07,1,1.59,0.48819848,16.85332332,18,96.34146781,0.236182269,9.83849339,96,0.05558585,0.038589629
18,546,55.97,1,1.27,0.893754846,19.82821721,17,112.7204241,0.410834511,13.62089464,102,0.071547419,0.031066454
18,547,55.97,1,1.27,1.065423098,22.9796566,17,132.0884675,0.57001992,15.65407246,100,0.10189436,0.027314291
18,548,55.97,1,1.27,0.980665609,20.82452394,19,121.0031091,0.429030873,11.94353283,92,0.092133491,0.029424465
18,549,55.97,1,1.27,0.942697834,20.30746939,19,116.4660196,0.417152511,11.97888641,95,0.082904872,0.033810217
18,550,55.97,1,1.27,1.091191447,21.45926058,19,121.759646,0.467505559,12.43961414,95,0.09074293,0.031581686
19,551,4.44,2,2.51,1.057110784,22.61322892,19,119.8338249,0.545115991,13.82060593,104,0.079425237,0.036121069
19,552,4.44,2,2.51,1.908918464,29.06283469,18,157.9110132,0.690371871,17.89257058,100,0.146645473,0.030560918
19,553,4.44,2,2.51,1.22878233,23.74411968,20,130.5284399,0.50720195,12.1773829,93,0.106806429,0.032669876
19,554,4.44,2,2.51,1.033953826,22.64047126,20,124.218471,0.481047983,11.61046769,93,0.095951698,0.035255921
19,555,4.44,2,2.51,1.343822452,24.63422908,19,134.4518893,0.5298217,13.02280403,94,0.111597972,0.029531277
19,556,4.44,2,2.51,1.393413589,25.37844099,19,137.8260922,0.493921895,13.47603886,94,0.116816864,0.02917137
19,557,4.44,2,2.51,1.073735901,22.76850904,20,125.1302415,0.503188714,11.86731925,94,0.097021556,0.03504629
20,558,42.7,2,2.77,0.459827308,17.72195613,17,88.83266901,0.19742543,12.46497248,123,0.036202499,0.048478252
20,559,42.7,2,2.77,0.980350196,22.11537336,17,120.5644631,0.533668516,14.80145189,106,0.079611266,0.046639688
20,560,42.7,2,2.77,0.51619337,19.07946801,19,101.649992,0.265026712,11.36384238,105,0.057100713,0.043284423
20,561,42.7,2,2.77,0.783571622,21.16613145,19,111.6801459,0.407419772,12.46474089,104,0.069251825,0.039462533
20,562,42.7,2,2.77,0.877278397,21.95747014,19,114.6621293,0.452397862,12.98579105,105,0.072187362,0.035485585
20,563,42.7,2,2.77,0.643622865,20.07565497,19,105.0380461,0.337098753,12.02999784,107,0.059724779,0.04135323
20,564,42.7,2,2.77,0.595696021,19.70568371,19,102.1440131,0.293878489,11.90060295,109,0.055448397,0.041507122
14,566,33.5,1,2.05,1.438612738,21.62282334,16,137.1435547,0.734240338,15.72812302,91,0.118813151,0.036235619
14,567,33.5,1,2.05,1.155272656,21.92139652,17,120.4296875,0.660438601,14.46651916,101,0.08071474,0.036101819
14,568,33.5,1,2.05,1.334305447,23.42296633,18,123.993463,0.712360686,15.70529981,105,0.08141763,0.036449863
14,569,33.5,1,2.05,1.114417614,22.17825201,17,117.7638911,0.690990023,15.16945031,107,0.072483641,0.03560065
16,580,37.0,1,2.66,0.379633713,13.90942878,20,97.49137038,0.177786148,6.793211482,72,0.071934233,0.048802566
16,581,37.0,1,2.66,0.426330259,13.94089747,19,99.17546237,0.207517565,7.099395461,72,0.074507293,0.046505495
16,582,37.0,1,2.66,0.418601754,13.57554558,20,98.50544085,0.188435208,6.828952571,70,0.074704564,0.046717309
16,583,37.0,1,2.66,0.343333452,13.41992946,20,95.54729353,0.158356241,6.660360739,71,0.069425253,0.048291256
17,584,23.77,1,1.59,0.497515669,15.76411101,17,97.0866749,0.252752637,11.25490977,97,0.055851567,0.038695991
17,585,23.77,1,1.59,0.919973414,18.63121043,17,128.3560866,0.475179741,12.11403697,82,0.116303234,0.032918328
17,586,23.77,1,1.59,0.713313738,19.05491461,18,107.9251036,0.342936899,11.28142285,97,0.069542554,0.034222364
17,587,23.77,1,1.59,1.029169461,21.5063187,19,120.1417012,0.465961239,12.41451002,96,0.086925631,0.030622999
17,588,23.77,1,1.59,0.909671549,21.11616746,19,115.1051499,0.432566352,12.43795822,100,0.076627585,0.031345346
17,589,23.77,1,1.59,0.784139447,19.88188845,19,109.3288425,0.362496229,11.74568834,99,0.069293635,0.032840187
18,590,26.02,1,1.27,0.365163994,16.99349265,17,96.77387596,0.170807222,11.62484796,103,0.052002987,0.057094935
18,591,26.02,1,1.27,1.110734423,19.65555058,17,128.425582,0.671119918,12.7262635,85,0.111429414,0.046607976
18,592,26.02,1,1.27,0.481988281,19.45142124,19,107.435806,0.279362614,11.3107034,98,0.067567344,0.05098282
18,593,26.02,1,1.27,0.850184821,22.40910242,19,116.2437022,0.528447124,13.47122183,105,0.073143191,0.045268242
18,594,26.02,1,1.27,0.745223599,21.36543447,19,112.4414262,0.450703585,12.90343231,104,0.069215738,0.043032171
18,595,26.02,1,1.27,0.928379312,22.83595696,19,117.6676499,0.545609817,13.69563828,105,0.074523977,0.043218577
18,596,26.02,1,1.27,0.931934987,21.86237318,18,117.1219308,0.541464156,13.28714967,102,0.076841883,0.042086513
19,597,1.66,2,2.51,0.715128032,19.11360286,18,112.3361169,0.370450382,11.59066026,93,0.077849107,0.038822809
19,598,1.66,2,2.51,1.761454206,24.15198892,18,153.1445512,0.67636426,14.33086576,84,0.163249666,0.035563619
19,599,1.66,2,2.51,0.875202107,20.7579812,20,119.6488361,0.420264069,10.60771012,88,0.093163315,0.037334966
19,600,1.66,2,2.51,1.032859335,22.08913466,20,123.4975686,0.505321586,11.52679018,92,0.095977719,0.033668582
19,601,1.66,2,2.51,1.28686145,23.05995379,19,129.8692801,0.540014538,12.30295985,91,0.106694781,0.03370814
19,602,1.66,2,2.51,1.240855159,22.5617878,19,129.3989955,0.543562953,11.86035666,89,0.108392881,0.034452054
20,603,25.73,2,2.77,0.481370368,16.50946982,17,94.15473533,0.249958247,12.02339044,107,0.047598896,0.043391862
20,604,25.73,2,2.77,0.818642706,18.68718301,17,121.1790099,0.425138302,12.17474182,88,0.097574952,0.037874702
20,605,25.73,2,2.77,0.468070223,17.33688077,18,97.63075973,0.230711566,10.2608284,100,0.055946242,0.044744219
20,606,25.73,2,2.77,0.669911274,19.46548328,18,105.2579919,0.326615253,11.9345268,104,0.061701097,0.03818586
20,607,25.73,2,2.77,0.670183594,19.69481847,18,104.6881776,0.321534187,12.02677761,106,0.059895304,0.039214032
20,608,25.73,2,2.77,0.602921013,18.59104558,18,101.6793686,0.27902716,11.33241463,103,0.058259415,0.040534752
20,609,25.73,2,2.77,0.725607744,20.19032112,18,108.204839,0.353194518,12.36081867,105,0.064779382,0.03690778
20,610,25.73,2,2.77,0.675490662,19.57894267,18,104.5998884,0.327153543,11.97558652,106,0.060100944,0.038910123
14,611,0.18,1,2.07,1.490099714,24.13223918,17,133.5915976,0.734668389,16.5819024,101,0.099529386,0.03546975
14,612,0.18,1,2.07,1.831745948,29.33388005,17,170.4366032,0.595230713,19.44268223,96,0.180032297,0.030885859
14,613,0.18,1,2.07,1.5278816,27.99086248,19,137.2434829,0.579312773,16.79780882,110,0.0968395,0.028364968
14,614,0.18,1,2.07,1.655720927,29.92946647,19,143.1385124,0.588150054,17.85492835,113,0.102607813,0.026908217
14,615,0.18,1,2.07,1.603296273,30.0722862,19,142.426997,0.601551722,17.90342195,114,0.100235497,0.029118969
14,616,0.18,1,2.07,1.614252541,28.14840849,19,140.4872848,0.588252339,16.74044879,107,0.104682297,0.028684422
16,625,1.65,1,2.66,1.0810561,18.56155667,18,121.3474171,0.479758809,11.49622886,82,0.100461532,0.041254256
16,626,1.65,1,2.66,1.509762452,22.55768969,17,157.4114716,0.522905418,13.89972073,76,0.185356595,0.035635435
16,627,1.65,1,2.66,1.212592589,20.89656384,20,125.0807956,0.476730705,10.97189318,84,0.105026955,0.038349867
16,628,1.65,1,2.66,1.388369029,23.21182834,19,137.5131138,0.473292786,12.02224715,84,0.127888805,0.032676389
16,629,1.65,1,2.66,1.414837395,24.48644219,19,140.7334184,0.452233744,12.81749507,87,0.130079688,0.032742776
17,630,1.41,1,1.59,1.143840678,21.86762219,18,124.0954241,0.567066178,13.27638196,96,0.092681522,0.033586125
17,631,1.41,1,1.59,1.736668191,28.08541165,18,161.8573621,0.591598708,16.39160322,93,0.16873128,0.030121716
17,632,1.41,1,1.59,1.141540938,24.25940903,20,127.6969069,0.475916743,12.4666832,97,0.09727617,0.030926192
17,633,1.41,1,1.59,1.417835607,26.4256917,20,138.5627392,0.492717596,13.62479018,97,0.115055078,0.028298532
17,634,1.41,1,1.59,1.472794541,27.73394593,20,139.6425183,0.485766416,14.40629339,102,0.111273334,0.026415772
18,635,1.67,1,1.27,1.548608273,23.66308623,18,129.4834782,0.729947747,14.38375446,98,0.09742076,0.048073322
18,636,1.67,1,1.27,2.048801701,29.99251663,19,163.0525151,0.610530216,17.00720845,97,0.162943281,0.039701714
18,637,1.67,1,1.27,1.618918073,26.76906473,20,134.6222696,0.577152179,13.50354639,101,0.104085927,0.037086561
18,638,1.67,1,1.27,1.840325064,29.18058907,20,146.3429129,0.575839046,14.59833411,100,0.124301124,0.036958064
18,639,1.67,1,1.27,1.896981035,29.11786157,20,144.490354,0.56925663,15.03592066,102,0.117848297,0.035070117
19,640,1.33,2,2.51,0.589973636,17.97772774,18,109.5159239,0.335056023,11.31714121,91,0.075272571,0.044081458
19,641,1.33,2,2.51,1.757767961,22.04853816,17,149.5715681,0.669107544,13.73264269,81,0.161704905,0.038676193
19,642,1.33,2,2.51,1.175168621,22.39131928,20,127.1780533,0.527354451,11.70480599,90,0.10370062,0.033650394
19,643,1.33,2,2.51,1.286393291,23.26485128,19,130.9233099,0.530801476,12.41085386,91,0.108465501,0.031828393
19,644,1.33,2,2.51,1.201873959,22.73771694,19,126.9659798,0.534775714,12.08806728,92,0.100950889,0.031665946
20,645,3.96,2,2.77,0.787470759,21.87084365,18,115.1444117,0.508340609,13.98253505,106,0.070815264,0.04322891
20,646,3.96,2,2.77,1.916654067,25.86264168,18,150.8484534,0.776726003,16.43697808,96,0.141818644,0.03721748
20,647,3.96,2,2.77,1.054965843,24.00601481,19,119.8077567,0.480598563,13.45026906,107,0.076868483,0.037374085
20,648,3.96,2,2.77,1.459931723,26.92066392,19,133.7918527,0.571430483,14.92037362,107,0.097125601,0.031693032
20,649,3.96,2,2.77,1.28452652,26.31277996,19,126.5738999,0.536754568,14.70535823,111,0.082422522,0.034067789
20,650,3.96,2,2.77,1.283760663,25.96406868,19,126.4819037,0.537470263,14.56367283,110,0.083536877,0.033269469
14,651,2.19,1,2.05,1.895623367,28.46659636,17,145.2138672,0.748837767,19.71552898,110,0.106585635,0.033884366
14,652,2.19,1,2.05,2.228292193,36.01419588,18,174.2719428,0.673919369,23.67930544,114,0.150068048,0.030077603
14,653,2.19,1,2.05,1.810932543,29.19035665,19,150.7706473,0.642756887,17.02459969,102,0.128256186,0.033537217
14,654,2.19,1,2.05,1.919704266,31.75081145,19,155.8513433,0.66757971,18.58117727,107,0.128703085,0.034954778
14,655,2.19,1,2.05,1.836314111,31.18537504,19,154.1734295,0.634453515,18.11083575,106,0.127467904,0.03363573
14,656,2.19,1,2.05,1.749280527,27.55228589,19,144.769332,0.633881921,15.99405586,100,0.120343109,0.033825224
16,663,10.69,1,2.66,1.117289908,21.93476569,17,122.6851483,0.654570981,14.41735009,99,0.085888593,0.040709953
16,664,10.69,1,2.66,1.859104707,28.46741545,18,162.8016781,0.580295246,17.99040194,94,0.163864465,0.032350884
16,665,10.69,1,2.66,0.928458485,19.86248338,18,115.5232581,0.503932439,12.26036226,93,0.081125069,0.042879501
16,666,10.69,1,2.66,1.41658713,22.62490922,20,132.5095265,0.538359163,11.75981483,86,0.116783879,0.037023212
16,667,10.69,1,2.66,1.34235007,22.81818932,20,129.4850128,0.55483787,11.82012019,88,0.107999466,0.038816475
16,668,10.69,1,2.66,1.363790641,22.6526213,19,129.470743,0.547486279,12.00729923,89,0.107826758,0.037241446
17,669,3.65,1,1.59,1.371298479,27.42727936,18,128.3915617,0.679435854,17.5164572,119,0.075939263,0.034182174
17,670,3.65,1,1.59,2.119804644,34.53581493,19,170.597437,0.639465477,20.43353273,109,0.156443691,0.030506358
17,671,3.65,1,1.59,1.514823992,25.97675771,19,135.0893654,0.555411448,13.68865325,98,0.107043597,0.035347182
17,672,3.65,1,1.59,1.749316077,28.87298181,19,145.0239158,0.600083026,15.64195725,103,0.118025643,0.030970003
17,673,3.65,1,1.59,1.792384796,29.19380586,19,145.2864517,0.577966007,15.8266088,104,0.11709188,0.030090407
18,674,4.31,1,1.27,1.303391836,27.18505926,19,123.5799386,0.717233708,17.26040785,123,0.067107486,0.040157521
18,676,4.31,1,1.27,1.262079206,24.83735872,20,126.6671915,0.553409246,12.4386007,98,0.09324736,0.041763828
18,677,4.31,1,1.27,1.785612753,27.76939813,20,139.505401,0.570024429,14.11766852,100,0.111759659,0.037221076
18,678,4.31,1,1.27,1.821255436,28.98713501,20,143.4311224,0.575724307,15.32938746,103,0.114400193,0.033883877
19,679,2.77,2,2.51,1.133405419,22.34122716,17,122.4038783,0.643194735,14.88535352,102,0.082891608,0.03526924
19,680,2.77,2,2.51,1.937877722,28.07553174,18,153.4121891,0.640877204,18.09107068,100,0.135846064,0.03138141
19,681,2.77,2,2.51,1.098640744,21.0016409,19,124.6907685,0.496871593,11.2321095,86,0.102892648,0.036219727
19,682,2.77,2,2.51,1.16195022,21.73736357,19,124.0460379,0.524150145,11.72771255,90,0.09765902,0.035441126
19,683,2.77,2,2.51,1.407033613,23.43287597,19,132.0981545,0.553623473,12.94286534,92,0.109269896,0.032690123
20,684,5.18,2,2.77,1.484806482,26.37365468,18,128.7547632,0.667796262,16.99673201,114,0.080858585,0.034115473
20,685,5.18,2,2.77,1.904273524,31.77044915,18,155.1537388,0.668269714,20.3011328,113,0.120794802,0.029972556
20,686,5.18,2,2.77,1.526406867,25.43637702,19,132.4157964,0.570812409,14.23693931,101,0.100090789,0.033976628
20,687,5.18,2,2.77,1.641979838,27.76917363,19,134.6902702,0.585252836,15.8769591,110,0.094006902,0.031674513
20,688,5.18,2,2.77,1.600603024,26.78527183,19,137.0113002,0.5779799,14.98782029,103,0.105398609,0.032304287
20,689,5.18,2,2.77,1.613420242,27.43765979,19,135.0241749,0.605627716,15.56247416,108,0.096713932,0.033140936
14,692,27.75,1,2.05,1.271838786,21.02983431,17,142.3259526,0.475255449,13.47098525,79,0.143654961,0.02685876
14,693,27.75,1,2.05,1.271678084,21.67466564,17,145.3941127,0.530697806,15.29999709,83,0.143792776,0.0255413
14,694,27.75,1,2.05,1.36710463,23.50109157,17,145.9784957,0.566792523,17.05797845,91,0.133066084,0.02503694
17,705,29.25,1,1.59,0.437748641,19.69204885,17,91.2027264,0.213835398,14.4830159,134,0.03270458,0.04781661
17,706,29.25,1,1.59,1.812435322,25.32925269,16,147.082111,0.909114171,19.91458405,103,0.120566782,0.031322006
17,707,29.25,1,1.59,0.80054336,14.66906161,19,123.7516741,0.348360093,7.385106394,59,0.132706632,0.035103823
17,708,29.25,1,1.59,0.848874342,14.53500009,21,138.3143734,0.261904351,6.062831311,48,0.185177768,0.031448583
17,709,29.25,1,1.59,0.892785693,15.24936158,20,141.5779456,0.258023859,6.593727994,50,0.191414434,0.02977525
17,710,29.25,1,1.59,0.72413014,14.18106205,17,119.5885882,0.388425399,8.386246348,62,0.118765803,0.037957816
17,711,29.25,1,1.59,0.836779254,18.926327,18,116.5357741,0.399789654,11.3057703,87,0.08854282,0.041321152
18,713,29.5,1,1.27,2.149490737,28.19380578,16,151.4447345,0.908737767,21.68208825,110,0.117678303,0.035739059
18,714,29.5,1,1.27,0.78955177,20.6100031,17,115.0269452,0.544797619,14.23372085,102,0.072920257,0.044029175
18,715,29.5,1,1.27,0.981847253,16.37219801,19,132.6726921,0.382768697,8.289616447,60,0.150277807,0.034465618
18,716,29.5,1,1.27,1.068439195,16.66238024,20,139.3312141,0.323064517,7.718591377,56,0.173198858,0.033382527
18,717,29.5,1,1.27,0.96328643,15.7718084,21,140.7761081,0.28520491,6.764300695,51,0.185822287,0.033700072
18,718,29.5,1,1.27,0.828884825,14.26919471,21,127.1402065,0.297299008,6.252151115,52,0.148659414,0.037459996
19,719,21.72,2,2.51,0.490317748,17.75126353,17,92.17711655,0.234512224,12.63384709,119,0.040887241,0.0437607
19,721,21.72,2,2.51,0.755469467,14.06562086,19,128.2566765,0.306656298,6.826244388,54,0.150349008,0.03449959
19,722,21.72,2,2.51,0.834941406,14.76461628,19,134.4405493,0.319563211,7.164200824,54,0.166195495,0.031873551
19,723,21.72,2,2.51,0.637953717,13.05893266,20,124.114497,0.251832664,5.83651363,50,0.145090423,0.033021149
19,724,21.72,2,2.51,0.772011597,15.11910901,19,130.4821429,0.307696106,7.388696362,57,0.1514036,0.030336263
20,725,27.98,2,2.77,0.422304867,17.56169855,17,87.86306202,0.189997019,12.58136497,124,0.034852932,0.04667853
20,726,27.98,2,2.77,1.616688306,24.76523266,16,151.0123565,0.802702427,20.16071965,100,0.132562408,0.026514499
20,727,27.98,2,2.77,0.85844602,16.47848621,18,128.9174904,0.369603317,9.055794948,66,0.135576817,0.027914397
20,728,27.98,2,2.77,0.96015494,17.82725015,18,133.04261,0.417980905,9.74380023,69,0.140768907,0.029073587
20,729,27.98,2,2.77,0.929398159,17.56507963,19,135.069316,0.386568891,9.448605724,66,0.148950232,0.028425289
