Sample_No,image_no,moisture,soil_type,soc,SI,lab_b,median_h,CI,mean_r,luv_u,median_s,xyz_Z,entropy
11,349,32.6,2,2.29,0.471083422,18.34997244,18,0.235630231,96.84956952,12.30784414,115,0.045854506,13.10644758
11,351,32.6,2,2.29,1.739468364,24.63171768,19,0.645978788,146.5820313,16.66088243,106,0.116502278,14.09314938
11,352,32.6,2,2.29,1.41504082,23.45389862,21,0.529403541,135.8824936,13.327822,103,0.103651285,13.93448713
12,353,33.39,2,1.92,1.156985332,28.020636,19,0.730395531,125.8885922,19.7459901,140,0.058505318,13.85530032
12,355,33.39,2,1.92,1.557912406,23.33061565,20,0.513763479,142.6919244,14.1942914,101,0.118130938,14.34799318
12,356,33.39,2,1.92,1.048416163,17.21618699,23,0.260973729,141.9714605,7.539949761,69,0.161856012,14.46165369
14,361,17.5,1,2.07,1.039032389,21.0158596,17,0.410572317,146.0076531,17.51380842,102,0.125801119,15.03795286
14,365,17.5,1,2.07,1.376290629,27.66222205,18,0.461971589,155.7442004,20.37160308,118,0.118638146,15.06899343
14,366,17.5,1,2.07,1.334224954,26.68830635,19,0.433860611,155.0738002,19.22341621,114,0.123481527,15.07544812
14,367,17.5,1,2.07,1.366073563,27.24664439,19,0.440250156,156.7840003,19.62278995,115,0.124696602,15.0624683
14,368,17.5,1,2.07,1.264791676,24.72431704,18,0.449351171,153.7641303,18.89011782,109,0.128308685,15.08847207
14,369,17.5,1,2.07,1.237226412,25.58536555,18,0.458487458,155.4167929,19.24449632,111,0.128392387,15.09750959
14,370,17.5,1,2.07,1.235162042,23.68409991,17,0.456196733,154.9997808,19.10373646,106,0.134938694,15.09917709
14,371,17.5,1,2.07,1.1206067,22.4756569,18,0.404876108,149.0135124,16.8123517,102,0.130177229,15.14388748
16,383,19.2,1,2.66,0.762018593,14.69067349,16,0.327724352,144.4103157,12.95625729,74,0.161054755,15.12142395
16,384,19.2,1,2.66,0.868111364,16.10024854,17,0.345932956,150.9365234,13.87099681,77,0.171827467,15.1108881
16,385,19.2,1,2.66,0.864043118,15.81096251,17,0.333370452,149.0969188,13.40902856,76,0.168997907,15.10376201
16,386,19.2,1,2.66,0.745199553,14.78791122,17,0.311212621,143.8310547,12.32846688,73,0.161059875,15.04586279
16,387,19.2,1,2.66,1.011880556,18.18638986,17,0.380946298,156.0117188,15.34230949,83,0.173089551,15.10390001
16,388,19.2,1,2.66,0.882524424,17.00596791,17,0.365518792,152.6520647,14.43467685,80,0.171098823,15.15140719
16,389,19.2,1,2.66,0.897748636,16.97828779,17,0.358960454,150.956832,14.29122935,80,0.166429578,15.17402711
16,390,19.2,1,2.66,0.958734773,17.39402104,17,0.363673279,154.8756178,14.64181118,80,0.175632265,15.14744866
16,391,19.2,1,2.66,0.964890789,17.6652935,17,0.367911745,152.9553372,14.6176141,82,0.168414668,15.05024922
16,392,19.2,1,2.66,0.928153754,17.04667114,17,0.380081849,151.1295241,14.56431285,81,0.165706763,15.10506152
16,393,19.2,1,2.66,0.921651371,17.15913004,17,0.364618438,153.9994021,14.37937753,79,0.174866743,15.12986211
16,394,19.2,1,2.66,1.097268713,20.76511422,18,0.373490511,154.2150231,15.38163561,91,0.156013237,15.12834198
16,395,19.2,1,2.66,1.071039284,20.5497832,18,0.374010844,153.4961137,15.35954157,91,0.154885719,15.10565967
17,396,13.3,1,1.59,1.456028156,18.64322746,19,0.509478457,151.1424785,12.75872191,80,0.164924659,14.15202318
17,397,13.3,1,1.59,1.565744486,20.66157086,19,0.504739768,154.5349769,14.26506775,86,0.161133426,14.17341446
17,398,13.3,1,1.59,0.820582194,16.45219346,18,0.320483622,141.8366749,12.36743903,79,0.147879279,15.12378766
17,399,13.3,1,1.59,0.786486999,16.40885684,18,0.283538016,139.14774,11.58003742,80,0.142923183,15.0999262
17,400,13.3,1,1.59,0.748757054,15.48732738,18,0.280314236,139.3573422,11.19195827,76,0.148609658,15.11283134
17,401,13.3,1,1.59,0.678296927,13.72359764,17,0.286869757,139.865633,11.20270069,70,0.15758083,15.11871624
18,402,13.6,1,1.27,1.262172776,21.36945991,19,0.402226935,152.5811942,14.42775104,90,0.151757948,14.9013951
18,403,13.6,1,1.27,1.291392086,23.37612322,19,0.402617487,157.0696349,15.6816852,95,0.152276091,15.04076916
18,404,13.6,1,1.27,1.435464819,23.77066835,19,0.45328781,156.1298828,16.17754705,98,0.146385956,14.85794755
18,405,13.6,1,1.27,1.512423448,21.14497362,19,0.479521869,153.462771,14.20672217,88,0.156023275,14.39744708
18,406,13.6,1,1.27,1.59140236,21.12044311,19,0.476662572,155.4587851,14.29816965,87,0.161792023,14.33912048
18,407,13.6,1,1.27,0.989217491,19.47933525,19,0.332018681,149.0393814,13.76045011,87,0.151589217,15.08001641
18,408,13.6,1,1.27,1.016796845,20.23995702,19,0.34276114,148.2289939,14.15792236,90,0.144818658,15.18032621
18,409,13.6,1,1.27,1.040482893,21.02545238,19,0.360561569,147.7885244,15.06238605,95,0.137635983,15.14242871
18,410,13.6,1,1.27,1.063066918,18.79222899,19,0.366069629,145.2157605,13.47004207,85,0.144366472,15.04201379
18,411,13.6,1,1.27,1.050304698,19.29500885,19,0.379747326,148.3921596,13.79501163,86,0.150365819,15.05949884
18,412,13.6,1,1.27,1.109690562,20.93215119,19,0.358627886,153.3855827,14.32201918,89,0.156329281,15.09361429
18,413,13.6,1,1.27,1.046712481,20.61790132,19,0.352176314,151.3532167,14.62132352,90,0.150730494,15.14473696
18,414,13.6,1,1.27,1.025876019,20.45589459,19,0.346255277,149.9690091,14.38708776,90,0.148165094,15.15337908
18,415,13.6,1,1.27,1.005928474,20.39695006,19,0.329336906,152.8766342,13.58744699,86,0.159591703,15.11409652
19,416,19.4,2,2.51,0.926818701,17.12859475,17,0.356736754,156.885523,14.28304648,77,0.184728441,15.00164826
19,417,19.4,2,2.51,0.799875947,15.65929487,17,0.311967265,149.3391661,12.66110252,73,0.173165196,15.10088982
19,418,19.4,2,2.51,0.7823793,15.42316692,17,0.317031217,148.7902384,12.7038021,73,0.172346111,15.11888738
19,419,19.4,2,2.51,0.918880783,18.08727221,18,0.321621785,150.7627152,13.1502687,80,0.164866087,15.07827949
19,420,19.4,2,2.51,0.898362932,17.7117501,18,0.322064198,151.7302097,13.26748063,79,0.169145668,15.07280825
19,421,19.4,2,2.51,0.793090204,15.70441398,17,0.326873465,144.8659319,12.95198551,76,0.158041371,14.99793485
19,422,19.4,2,2.51,0.915463058,17.58313705,17,0.382447185,154.0856784,15.26592395,81,0.170047371,15.11727853
19,423,19.4,2,2.51,0.886945866,17.22537306,17,0.367383765,153.6492148,14.63347065,79,0.172538145,15.12414
19,424,19.4,2,2.51,0.889255997,17.32238408,17,0.359472661,150.8523796,14.1457025,80,0.165078189,15.14886886
19,425,19.4,2,2.51,1.072481587,21.48667608,18,0.393790359,158.7376834,16.51424788,91,0.162660097,15.15616844
19,426,19.4,2,2.51,1.11073297,20.60571982,18,0.407360731,153.8251156,16.05483979,91,0.153360603,15.01219565
20,427,18.6,2,2.77,0.974345693,18.36593148,18,0.342642239,149.9700056,13.60275552,83,0.159655881,15.02764444
20,428,18.6,2,2.77,1.128894731,21.42942909,19,0.371420203,152.948282,15.34780184,94,0.149615195,15.13966496
20,429,18.6,2,2.77,1.167044601,22.80090964,19,0.36525404,153.693758,15.05847847,97,0.146966143,15.11267487
20,430,18.6,2,2.77,1.250361021,23.27538335,19,0.419546908,155.2169962,16.47613523,100,0.144925814,15.03102881
20,431,18.6,2,2.77,1.153492155,21.27927207,19,0.382447014,151.0950454,14.86762312,93,0.146453542,15.04788355
20,432,18.6,2,2.77,1.019125444,19.17892014,18,0.383078755,152.0535914,15.12812315,87,0.157251407,15.06881751
20,433,18.6,2,2.77,0.962596442,18.6351263,18,0.361373283,150.4654616,14.59127864,86,0.1566433,15.05026624
20,434,18.6,2,2.77,0.89355557,17.46938446,18,0.334222666,145.957968,13.5445108,83,0.151752961,15.07608052
20,435,18.6,2,2.77,0.911578013,17.70048023,17,0.354370807,147.584383,14.21938704,84,0.153326623,15.0678955
20,436,18.6,2,2.77,0.962919746,18.30882363,17,0.365260728,149.6299426,14.59735496,85,0.155537148,15.04157843
14,437,0.0,1,2.07,1.403742978,23.96403198,18,0.795243419,138.6828563,18.634293,116,0.095530052,13.11459377
14,440,0.0,1,2.07,1.511491815,26.12364855,19,0.778530179,143.8972218,17.70219348,117,0.102492272,13.9629333
14,441,0.0,1,2.07,1.616524258,26.9666474,19,0.704238091,148.4739716,18.30852166,117,0.108782537,14.08672504
14,443,0.0,1,2.07,1.130909466,23.68245189,18,0.70500706,135.3556282,17.82418569,116,0.091046572,13.08120743
14,444,0.0,1,2.07,1.564841107,26.58204372,19,0.736978513,146.9095783,18.08504572,117,0.106971505,14.0754871
16,451,0.0,1,2.66,0.794431118,21.69915881,19,0.399941366,115.7389987,14.43176121,118,0.065282697,13.26806789
16,452,0.0,1,2.66,0.969265625,18.30101213,18,0.554174346,124.6813815,13.11858888,96,0.095188296,12.90807889
16,453,0.0,1,2.66,1.074432416,19.85023501,20,0.505520203,127.1084582,12.18197421,97,0.098129247,13.57508341
16,454,0.0,1,2.66,1.646734053,25.10780605,19,0.703493481,146.6281091,16.88667646,110,0.114352938,13.99975839
16,455,0.0,1,2.66,1.139855934,20.06978936,19,0.525687505,127.5383251,12.89829419,99,0.096613604,13.64804026
16,456,0.0,1,2.66,1.094828195,20.03184629,20,0.536202124,128.7620177,12.46105365,97,0.10060079,13.48085166
17,457,0.0,1,1.59,1.193118934,26.0922042,19,0.965026242,132.685806,17.52320332,123,0.079379334,12.95931481
17,458,0.0,1,1.59,1.584556704,23.96922804,19,0.92420925,139.3192961,16.90410423,110,0.100982427,12.53816181
17,459,0.0,1,1.59,1.279581995,23.86956018,20,0.711149731,131.5745775,14.09628264,110,0.090919008,12.95464084
17,460,0.0,1,1.59,1.580224471,25.38813329,20,0.856354349,136.0941885,15.33954311,114,0.093125975,13.10571944
17,461,0.0,1,1.59,1.292882429,25.42091463,20,0.74849914,130.3145528,15.08321526,118,0.081640485,13.13228622
17,462,0.0,1,1.59,1.570111162,24.56707119,20,0.795432096,135.2559391,15.29215544,111,0.093934801,13.05303652
18,463,0.0,1,1.27,1.171015901,26.70166722,19,0.871459398,131.5207071,17.75694205,127,0.075053788,13.12992664
18,464,0.0,1,1.27,1.475372527,23.80597898,19,0.806238706,138.1099729,16.38187904,110,0.100033073,12.77252975
18,465,0.0,1,1.27,1.773571804,25.91702624,20,0.729234434,145.0359136,16.30675591,112,0.109247619,13.86778046
18,466,0.0,1,1.27,1.714691619,25.50108007,20,0.744329267,142.3948701,15.61336454,111,0.106203818,13.67738596
18,467,0.0,1,1.27,1.53827338,25.45229909,19,0.742368259,139.1293447,16.81589673,116,0.096092581,13.77974099
18,468,0.0,1,1.27,1.878444506,25.88754051,20,0.750063726,146.2216199,16.8448634,112,0.110792402,13.80485698
19,469,0.0,2,2.51,0.741988291,23.06926216,19,0.523750282,120.8545918,15.72786051,119,0.068600685,12.56526555
19,471,0.0,2,2.51,1.444442587,23.13773772,19,0.678412816,132.2107781,14.77925119,108,0.092904003,13.12275995
19,472,0.0,2,2.51,1.471969794,22.85023616,19,0.491663689,138.1796091,14.74238397,103,0.107393265,14.35906911
19,473,0.0,2,2.51,1.079259766,21.37142158,19,0.663489246,129.3668288,13.63303064,102,0.094832363,12.84421184
20,474,0.0,2,2.77,0.760217814,26.85247284,19,0.830914299,125.9286312,18.11066826,133,0.064002388,12.50150067
20,476,0.0,2,2.77,1.33281193,26.10848218,20,0.888219066,132.9404695,16.03183028,120,0.082934624,12.96195863
20,477,0.0,2,2.77,1.507369566,25.89151166,20,0.92510112,136.4569515,16.42736037,117,0.089913746,13.00572529
20,478,0.0,2,2.77,0.58222252,21.42771834,19,0.421931466,117.799147,13.28054817,111,0.07194809,12.42488099
20,479,0.0,2,2.77,0.727646137,22.03038968,19,0.521914623,123.4746492,13.80885718,109,0.080176498,12.4393705
14,480,77.01,1,2.05,0.786887359,16.71129621,17,0.371627925,110.0531928,13.96582904,104,0.068051454,14.35761471
14,481,77.01,1,2.05,1.043295086,19.23392464,16,0.535278523,130.5761918,18.11234057,107,0.093438917,14.74588728
14,482,77.01,1,2.05,0.703155113,14.56239124,17,0.340413442,113.4495775,11.2888535,86,0.086383293,14.11889879
14,483,77.01,1,2.05,0.805288006,15.43160415,17,0.375943893,118.0662468,12.14681079,88,0.091701514,14.37768858
14,484,77.01,1,2.05,0.748745182,14.5671027,17,0.338988333,115.6459463,11.45139348,85,0.09070847,14.25908234
14,485,77.01,1,2.05,0.865775036,15.82344023,17,0.379505095,119.9202607,12.34157658,89,0.094128756,14.29137062
16,494,65.56,1,2.66,0.312120576,9.104014904,20,0.12995516,94.66230867,4.894029797,58,0.078448069,13.64550284
16,495,65.56,1,2.66,0.746220324,12.94855456,18,0.321074135,125.5523956,9.199675428,68,0.126554669,14.47158852
16,496,65.56,1,2.66,0.370121863,9.663615892,20,0.15167536,96.38585058,5.699832635,61,0.078378032,13.82241934
16,497,65.56,1,2.66,0.486188823,9.485814101,19,0.203559601,110.419603,5.924746236,53,0.1101125,14.12579995
17,498,51.52,1,1.59,0.557993007,16.3511597,17,0.264620367,93.47620376,12.23927614,113,0.04483198,13.71769612
17,499,51.52,1,1.59,0.785475461,18.10977457,17,0.416580606,113.2690305,14.02944803,105,0.07039618,13.98149676
17,501,51.52,1,1.59,0.775995703,15.81758632,19,0.338456186,113.944595,10.39153287,86,0.085977996,14.04346022
17,502,51.52,1,1.59,0.740744608,15.97050002,19,0.324103296,112.544304,10.26198506,88,0.082922938,13.99333461
18,503,60.16,1,1.27,0.582259534,17.17186378,17,0.293398926,95.5516183,13.0357014,116,0.045042025,13.62513022
18,504,60.16,1,1.27,0.814612656,18.11331953,17,0.479853115,116.333526,15.07474824,105,0.074037165,13.82143603
18,505,60.16,1,1.27,0.622500163,14.95264292,18,0.31514843,106.3137755,10.40346326,89,0.072911909,13.74254047
18,506,60.16,1,1.27,0.69258214,15.0736573,18,0.325177574,108.3737046,10.46604214,88,0.07647353,13.76524514
18,507,60.16,1,1.27,1.131384152,18.84366238,18,0.525802182,127.8647959,14.03403831,96,0.098370654,14.24913269
18,508,60.16,1,1.27,0.677667634,15.10167273,18,0.314367553,109.1168088,10.5612407,88,0.077658647,13.81598479
19,509,21.1,2,2.51,0.693843624,18.71413343,17,0.348537076,100.467614,13.91269227,121,0.047909096,13.66991441
19,510,21.1,2,2.51,1.028983572,20.46912215,17,0.518302534,123.5454401,16.11057854,111,0.079675247,13.96572702
19,511,21.1,2,2.51,0.755594725,16.94161071,19,0.328219773,108.8990553,11.21521562,98,0.070987888,13.76626211
19,512,21.1,2,2.51,0.940889142,17.87574503,19,0.398000688,117.6274115,12.16171935,97,0.083605802,13.95139824
19,513,21.1,2,2.51,0.973658092,18.77349891,18,0.430196365,119.6439134,13.08682156,101,0.083108606,14.00555487
19,514,21.1,2,2.51,0.990421419,19.22191592,19,0.443049058,121.3300582,13.15192756,101,0.085166733,14.06717126
20,515,50.91,2,2.77,0.475094026,16.77074645,17,0.210210338,87.62143256,12.16473347,121,0.036285531,13.25573079
20,516,50.91,2,2.77,0.731634892,19.12176066,17,0.464948896,113.2388471,14.43157088,109,0.067046412,13.63733641
20,518,50.91,2,2.77,0.510630913,14.85707424,19,0.248678561,105.2289142,9.293247787,87,0.073532287,13.48174525
20,519,50.91,2,2.77,0.740631223,17.22108709,19,0.360772946,111.8339246,10.9383041,95,0.076504037,13.73643493
20,520,50.91,2,2.77,0.434840547,13.70159494,19,0.204574149,101.0637556,8.59573978,83,0.07008587,13.26754787
20,521,50.91,2,2.77,0.818480815,16.58741207,19,0.396144405,116.8909837,10.83938477,89,0.088920967,13.76730413
14,522,61.42,1,2.07,1.041917205,20.36598306,16,0.643982884,116.4559152,17.66658165,117,0.063723314,14.03725143
14,523,61.42,1,2.07,1.612643925,22.07144472,16,0.752495968,140.1772561,19.7527782,108,0.10220194,14.3509491
14,524,61.42,1,2.07,1.399946587,20.67416451,18,0.62665543,132.0726642,16.12290004,102,0.096995331,14.24012235
14,525,61.42,1,2.07,1.528194973,21.33307647,18,0.648200626,131.2432039,16.54405807,105,0.092175588,14.32050134
14,526,61.42,1,2.07,1.604541575,22.92884312,17,0.655741577,135.4620735,18.42930038,111,0.0921735,14.32078474
14,527,61.42,1,2.07,1.422930809,20.2068468,17,0.640419029,128.4497967,16.36100661,103,0.089959405,14.34118223
16,534,60.57,1,2.66,0.505502841,11.32851402,17,0.24906988,97.28310348,8.446342532,76,0.069231844,14.11256642
16,535,60.57,1,2.66,0.647659004,11.94652562,17,0.346666588,116.4238879,10.11391919,71,0.104216973,14.33885958
16,536,60.57,1,2.66,0.631129204,11.89739382,19,0.277351949,112.797732,7.751549979,67,0.102395864,14.26709337
16,537,60.57,1,2.66,0.632418953,11.75936731,19,0.278864363,113.1430963,7.742975923,66,0.103695492,14.27005708
16,538,60.57,1,2.66,0.653017782,12.83177174,19,0.315432112,115.0535116,8.549476901,71,0.102439282,14.28911021
16,539,60.57,1,2.66,0.506669975,10.78268198,20,0.211699562,104.3928173,6.529925583,63,0.09002064,14.04180118
17,540,45.07,1,1.59,0.571504895,16.39273427,17,0.291736337,95.93277663,12.43510136,110,0.048045019,13.6754601
17,541,45.07,1,1.59,0.996643734,19.14301444,17,0.553418387,122.5668447,14.40806579,102,0.085103377,14.01560061
17,542,45.07,1,1.59,0.476718632,15.25456969,19,0.228446703,96.07521524,9.617931322,96,0.055563474,13.55133778
17,543,45.07,1,1.59,0.948137742,17.66238136,19,0.430384845,116.1926419,11.68589997,94,0.08235174,14.06799287
17,544,45.07,1,1.59,0.942222802,17.87235539,19,0.432480239,113.7790179,12.07571972,98,0.076079301,14.11845066
17,545,45.07,1,1.59,0.48819848,15.25445233,18,0.236182269,96.34146781,9.83849339,96,0.05558585,13.5887522
18,546,55.97,1,1.27,0.893754846,17.57672424,17,0.410834511,112.7204241,13.62089464,102,0.071547419,14.1501045
18,547,55.97,1,1.27,1.065423098,19.49785145,17,0.57001992,132.0884675,15.65407246,100,0.10189436,14.42554625
18,548,55.97,1,1.27,0.980665609,17.59137539,19,0.429030873,121.0031091,11.94353283,92,0.092133491,14.17759783
18,549,55.97,1,1.27,0.942697834,17.42522803,19,0.417152511,116.4660196,11.97888641,95,0.082904872,14.05809192
18,550,55.97,1,1.27,1.091191447,18.19975498,19,0.467505559,121.759646,12.43961414,95,0.09074293,14.18831229
19,551,4.44,2,2.51,1.057110784,19.65440678,19,0.545115991,119.8338249,13.82060593,104,0.079425237,13.74394435
19,552,4.44,2,2.51,1.908918464,23.65240858,18,0.690371871,157.9110132,17.89257058,100,0.146645473,13.98093162
19,553,4.44,2,2.51,1.22878233,19.62098813,20,0.50720195,130.5284399,12.1773829,93,0.106806429,13.93013072
19,554,4.44,2,2.51,1.033953826,18.93439563,20,0.481047983,124.218471,11.61046769,93,0.095951698,13.73599116
19,555,4.44,2,2.51,1.343822452,20.31826568,19,0.5298217,134.4518893,13.02280403,94,0.111597972,14.05447171
19,556,4.44,2,2.51,1.393413589,20.84757548,19,0.493921895,137.8260922,13.47603886,94,0.116816864,14.24464755
19,557,4.44,2,2.51,1.073735901,19.0387201,20,0.503188714,125.1302415,11.86731925,94,0.097021556,13.78298589
20,558,42.7,2,2.77,0.459827308,17.51933018,17,0.19742543,88.83266901,12.46497248,123,0.036202499,13.10757508
20,559,42.7,2,2.77,0.980350196,19.34207974,17,0.533668516,120.5644631,14.80145189,106,0.079611266,14.24719017
20,560,42.7,2,2.77,0.51619337,17.27488059,19,0.265026712,101.649992,11.36384238,105,0.057100713,13.35193474
20,561,42.7,2,2.77,0.783571622,18.65992254,19,0.407419772,111.6801459,12.46474089,104,0.069251825,13.61481813
20,562,42.7,2,2.77,0.877278397,19.27368333,19,0.452397862,114.6621293,12.98579105,105,0.072187362,13.7666251
20,563,42.7,2,2.77,0.643622865,18.08681555,19,0.337098753,105.0380461,12.02999784,107,0.059724779,13.53509809
20,564,42.7,2,2.77,0.595696021,17.95948446,19,0.293878489,102.1440131,11.90060295,109,0.055448397,13.49670974
14,566,33.5,1,2.05,1.438612738,18.04807205,16,0.734240338,137.1435547,15.72812302,91,0.118813151,13.73570349
14,567,33.5,1,2.05,1.155272656,19.1056618,17,0.660438601,120.4296875,14.46651916,101,0.08071474,13.68194679
14,568,33.5,1,2.05,1.334305447,20.47483361,18,0.712360686,123.993463,15.70529981,105,0.08141763,13.82700731
14,569,33.5,1,2.05,1.114417614,19.6973132,17,0.690990023,117.7638911,15.16945031,107,0.072483641,13.76782095
16,579,37.0,1,2.66,0.208464859,10.46716549,21,0.082629161,88.61533402,5.323131414,67,0.062358967,12.73942226
16,580,37.0,1,2.66,0.379633713,11.91123658,20,0.177786148,97.49137038,6.793211482,72,0.071934233,13.26790909
16,581,37.0,1,2.66,0.426330259,11.90764735,19,0.207517565,99.17546237,7.099395461,72,0.074507293,13.33874587
16,582,37.0,1,2.66,0.418601754,11.5767574,20,0.188435208,98.50544085,6.828952571,70,0.074704564,13.34276661
16,583,37.0,1,2.66,0.343333452,11.55823225,20,0.158356241,95.54729353,6.660360739,71,0.069425253,13.23616069
17,584,23.77,1,1.59,0.497515669,14.47190312,17,0.252752637,97.0866749,11.25490977,97,0.055851567,13.48877533
17,585,23.77,1,1.59,0.919973414,15.35706072,17,0.475179741,128.3560866,12.11403697,82,0.116303234,13.94527218
17,586,23.77,1,1.59,0.713313738,16.73689918,18,0.342936899,107.9251036,11.28142285,97,0.069542554,13.82784538
17,587,23.77,1,1.59,1.029169461,18.34248611,19,0.465961239,120.1417012,12.41451002,96,0.086925631,14.01867291
17,588,23.77,1,1.59,0.909671549,18.3447602,19,0.432566352,115.1051499,12.43795822,100,0.076627585,14.01784276
17,589,23.77,1,1.59,0.784139447,17.49294978,19,0.362496229,109.3288425,11.74568834,99,0.069293635,13.90260917
18,590,26.02,1,1.27,0.365163994,15.74693872,17,0.170807222,96.77387596,11.62484796,103,0.052002987,12.76459053
18,591,26.02,1,1.27,1.110734423,16.31378815,17,0.671119918,128.425582,12.7262635,85,0.111429414,13.26084077
18,592,26.02,1,1.27,0.481988281,17.14571811,19,0.279362614,107.435806,11.3107034,98,0.067567344,13.01437455
18,593,26.02,1,1.27,0.850184821,19.6734065,19,0.528447124,116.2437022,13.47122183,105,0.073143191,13.4618485
18,594,26.02,1,1.27,0.745223599,18.88006692,19,0.450703585,112.4414262,12.90343231,104,0.069215738,13.41285247
18,595,26.02,1,1.27,0.928379312,20.00621952,19,0.545609817,117.6676499,13.69563828,105,0.074523977,13.54305175
18,596,26.02,1,1.27,0.931934987,19.05641703,18,0.541464156,117.1219308,13.28714967,102,0.076841883,13.63048066
19,597,1.66,2,2.51,0.715128032,16.54818031,18,0.370450382,112.3361169,11.59066026,93,0.077849107,13.39559369
19,598,1.66,2,2.51,1.761454206,19.17418859,18,0.67636426,153.1445512,14.33086576,84,0.163249666,13.73972178
19,599,1.66,2,2.51,0.875202107,17.3666363,20,0.420264069,119.6488361,10.60771012,88,0.093163315,13.47900394
19,600,1.66,2,2.51,1.032859335,18.4759987,20,0.505321586,123.4975686,11.52679018,92,0.095977719,13.73495073
19,601,1.66,2,2.51,1.28686145,19.08547141,19,0.540014538,129.8692801,12.30295985,91,0.106694781,13.80314168
19,602,1.66,2,2.51,1.240855159,18.59947127,19,0.543562953,129.3989955,11.86035666,89,0.108392881,13.74430161
20,603,25.73,2,2.77,0.481370368,15.59914879,17,0.249958247,94.15473533,12.02339044,107,0.047598896,13.36586265
20,604,25.73,2,2.77,0.818642706,15.7616069,17,0.425138302,121.1790099,12.17474182,88,0.097574952,13.69865897
20,605,25.73,2,2.77,0.468070223,15.70189551,18,0.230711566,97.63075973,10.2608284,100,0.055946242,13.22809957
20,606,25.73,2,2.77,0.669911274,17.46461595,18,0.326615253,105.2579919,11.9345268,104,0.061701097,13.58342671
20,607,25.73,2,2.77,0.670183594,17.75144532,18,0.321534187,104.6881776,12.02677761,106,0.059895304,13.61866399
20,608,25.73,2,2.77,0.602921013,16.79808945,18,0.27902716,101.6793686,11.33241463,103,0.058259415,13.48521105
20,609,25.73,2,2.77,0.725607744,18.0010798,18,0.353194518,108.204839,12.36081867,105,0.064779382,13.67117346
20,610,25.73,2,2.77,0.675490662,17.63683595,18,0.327153543,104.5998884,11.97558652,106,0.060100944,13.62888667
14,611,0.18,1,2.07,1.490099714,20.60074068,17,0.734668389,133.5915976,16.5819024,101,0.099529386,13.86688514
14,612,0.18,1,2.07,1.831745948,23.47447998,17,0.595230713,170.4366032,19.44268223,96,0.180032297,14.25687893
14,613,0.18,1,2.07,1.5278816,23.89330208,19,0.579312773,137.2434829,16.79780882,110,0.0968395,14.36670549
14,614,0.18,1,2.07,1.655720927,25.44308418,19,0.588150054,143.1385124,17.85492835,113,0.102607813,14.47028036
14,615,0.18,1,2.07,1.603296273,25.64618801,19,0.601551722,142.426997,17.90342195,114,0.100235497,14.46265551
14,616,0.18,1,2.07,1.614252541,23.77458427,19,0.588252339,140.4872848,16.74044879,107,0.104682297,14.28055115
16,625,1.65,1,2.66,1.0810561,15.52890722,18,0.479758809,121.3474171,11.49622886,82,0.100461532,13.5995005
16,626,1.65,1,2.66,1.509762452,17.65723432,17,0.522905418,157.4114716,13.89972073,76,0.185356595,13.91239872
16,627,1.65,1,2.66,1.212592589,17.24388453,20,0.476730705,125.0807956,10.97189318,84,0.105026955,13.80571443
16,628,1.65,1,2.66,1.388369029,18.74760154,19,0.473292786,137.5131138,12.02224715,84,0.127888805,14.11035166
16,629,1.65,1,2.66,1.414837395,19.79709389,19,0.452233744,140.7334184,12.81749507,87,0.130079688,14.21824278
17,630,1.41,1,1.59,1.143840678,18.57240726,18,0.567066178,124.0954241,13.27638196,96,0.092681522,13.75736607
17,631,1.41,1,1.59,1.736668191,22.35249204,18,0.591598708,161.8573621,16.39160322,93,0.16873128,14.15989714
17,632,1.41,1,1.59,1.141540938,20.31446273,20,0.475916743,127.6969069,12.4666832,97,0.09727617,14.03677814
17,633,1.41,1,1.59,1.417835607,21.74872747,20,0.492717596,138.5627392,13.62479018,97,0.115055078,14.20969431
17,634,1.41,1,1.59,1.472794541,22.99201012,20,0.485766416,139.6425183,14.40629339,102,0.111273334,14.35095321
18,635,1.67,1,1.27,1.548608273,20.0329531,18,0.729947747,129.4834782,14.38375446,98,0.09742076,13.19842727
18,636,1.67,1,1.27,2.048801701,24.00212309,19,0.610530216,163.0525151,17.00720845,97,0.162943281,13.69556112
18,637,1.67,1,1.27,1.618918073,22.29664373,20,0.577152179,134.6222696,13.50354639,101,0.104085927,13.79904295
18,638,1.67,1,1.27,1.840325064,23.86506255,20,0.575839046,146.3429129,14.59833411,100,0.124301124,13.84383065
18,639,1.67,1,1.27,1.896981035,24.02065654,20,0.56925663,144.490354,15.03592066,102,0.117848297,13.93482252
19,640,1.33,2,2.51,0.589973636,15.65684688,18,0.335056023,109.5159239,11.31714121,91,0.075272571,13.11777666
19,641,1.33,2,2.51,1.757767961,17.52055908,17,0.669107544,149.5715681,13.73264269,81,0.161704905,13.59179952
19,642,1.33,2,2.51,1.175168621,18.55171035,20,0.527354451,127.1780533,11.70480599,90,0.10370062,13.78384542
19,643,1.33,2,2.51,1.286393291,19.22152601,19,0.530801476,130.9233099,12.41085386,91,0.108465501,14.03246053
19,644,1.33,2,2.51,1.201873959,18.93851032,19,0.534775714,126.9659798,12.08806728,92,0.100950889,13.86521386
20,645,3.96,2,2.77,0.787470759,19.36756509,18,0.508340609,115.1444117,13.98253505,106,0.070815264,13.27227276
