Selected_Model,Selection_Method,Composite_Formula,Calibration_Images,Calibration_Physical_Soils,Validation_Images,Validation_Physical_Soils,Image_R2,Image_RMSE,Image_MAE,Image_RPD,Image_RPIQ,SoilCondition_R2,SoilCondition_RMSE,SoilCondition_MAE,SoilCondition_RPD,SoilCondition_RPIQ,Baseline_R2,Baseline_RMSE,Baseline_MAE
WeightedEnsemble_L2,4-fold GroupKFold by Sample_No; AutoGluon trained with RMSE; models secondarily re-ranked by normalized composite score,0.35*RPD + 0.25*RPIQ + 0.20*RMSE + 0.15*R2 + 0.05*MAE (all components min-max normalized across grouped-CV candidate models; RMSE and MAE inverted),526,16,141,4,-0.20556138614808583,1.9481804657332895,1.1329954515619478,0.9140098455468157,0.38497460229779185,-0.6528331190876651,2.326454445670495,1.616813445885976,0.8520716578094351,1.128326413132694,-0.2556006995559159,1.9882010293114178,1.1143602189682604
