Best_Model,Selection_Criterion,Composite_Score,RPD,RPIQ,RMSE,R²,MAE,Capability
WeightedEnsemble_L2,Composite Score (0.35×RPD + 0.25×RPIQ + 0.20×RMSE + 0.15×R² + 0.05×MAE),0.17682888801050328,0.8624215748244285,1.4326382788197365,2.3872041188355864,-0.34449990208598913,1.5269156885147095,MODERATE
