Best_Model,Internal_Validation,Independent_Validation,R²,RMSE,MAE,RPD,RPIQ,Capability
WeightedEnsemble_L2,AutoML 80/20 split on 461 samples,197 samples (Kennard-Stone),-5.276328427306888,0.6999893677116208,0.5072491562366486,0.39916014285080087,0.4821501805139446,MODERATE
