Model,Mean_RMSE,SD_RMSE,Mean_MAE,Mean_R2,Folds_Evaluated
WeightedEnsemble_L2,0.40129820693380935,0.13537457639436246,0.35381424885988233,0.33917836504174886,4
NeuralNetTorch,0.4104926081890369,0.1394401312031675,0.3369801805615425,0.3152271158739368,4
CatBoost,0.4365061794091539,0.11301687973292447,0.39632336628437037,0.23605753297838847,4
LightGBMLarge,0.46292019619875074,0.14992063102192207,0.4071893571019172,0.14776559851721405,4
XGBoost,0.4726208050316848,0.153553834599448,0.432896061360836,0.10919681118519386,4
ExtraTreesMSE,0.5278862140356023,0.17844936430212144,0.47845459222793574,-0.15781174568709003,4
RandomForestMSE,0.5315904147546517,0.1939709138410347,0.48255082607269284,-0.16311385449966373,4
LightGBM,0.5608977407135312,0.06664008875236015,0.5100618077516555,-0.20399319559998602,4
LightGBMXT,0.5608977407135312,0.06664008875236015,0.5100618077516555,-0.20399319559998602,4
