filename,Numeric numbers,mean_r,mean_g,mean_b,median_r,median_g,median_b,mean_h,mean_s,mean_v,median_h,median_s,median_v,mean_gray,median_gray,contrast,energy,homogeneity,entropy,RI,CI,HI,SI,lab_L,lab_a,lab_b,luv_L,luv_u,luv_v,xyz_X,xyz_Y,xyz_Z,image_path,image_no,soc,moisture,soil_type,Sample_No,Mahalanobis_Distance,Is_Outlier
442.jpg,442,139.0801306,113.5111448,73.14687188,138.0,113.0,72,18.25763689,138.1655806,139.0801306,18,123,138.0,0.455036432,0.45176,498.2124945,0.008733231,0.068178865,13.97792878,1.335833717,0.574510026,2.30698995,1.40292628,49.3800141,4.420858572,26.10995582,49.3800141,19.31337011,29.91736011,0.178311604,0.179044532,0.088437709,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/442.jpg,442,2.07,0.0,1,14,11.559925552467178,True
470.jpg,470,139.9026626,118.9717195,85.25424506,140.0,119.0,85,18.62456154,101.0669244,139.9026626,19,100,140.0,0.474464765,0.474002745,475.4036475,0.017458876,0.057029535,12.13594259,1.818601342,1.038129314,2.244453182,1.790290785,51.16887572,3.049919815,21.57419998,51.16887572,15.50360789,25.92343844,0.190424114,0.194146815,0.113892683,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/470.jpg,470,2.51,0.0,2,19,7.385163808647077,True
475.jpg,475,142.1359614,118.5094866,78.74033402,142.0,118.0,78,18.59544404,115.4642658,142.1359614,19,114,142.0,0.473187281,0.472000784,497.6126682,0.017321732,0.057029763,12.17322169,1.375791686,1.295831562,2.191055387,1.460528499,51.15390347,3.509181485,25.29714626,51.15390347,17.84551325,29.6868255,0.191195894,0.194017015,0.100833835,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/475.jpg,475,2.77,0.0,2,20,10.465473619823857,True
492.jpg,492,86.20186942,73.7560786,59.09518495,84.0,72.0,57,16.19593033,93.70023517,86.20186942,16,83,84.0,0.29546572,0.287814118,1401.584761,0.009651869,0.035726459,13.74992418,2.676023876,0.186246521,2.740860867,0.387677793,32.19103254,2.666611139,10.7102519,32.19103254,8.303159879,11.55930261,0.070808027,0.07170092,0.051604201,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/492.jpg,492,2.66,65.56,1,16,8.244155301614555,True
493.jpg,493,104.7258052,90.27961575,74.12155214,102.0,88.0,72,16.00195313,84.70286591,104.7258052,17,76,102.0,0.361507587,0.351124706,1799.884249,0.00886275,0.030490933,13.99477435,2.763338091,0.29670797,2.809785538,0.518431789,39.31425609,3.10440519,11.50924246,39.31425609,9.820249014,13.25056916,0.10713477,0.108426955,0.080267035,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/493.jpg,493,2.66,65.56,1,16,7.594143414530021,True
500.jpg,500,81.33312739,74.00486288,58.49216757,80.0,73.0,58,20.67458546,77.87836814,81.33322704,21,72,80.0,0.291935897,0.288967843,686.5925088,0.013648028,0.052036954,12.83177768,2.322665275,0.080732596,1.953289595,0.224933906,31.74535742,0.20387315,10.39762483,31.74535742,5.143877834,11.56745657,0.066473408,0.06972997,0.050635439,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/500.jpg,500,1.59,51.52,1,17,7.941099673803279,True
517.jpg,517,79.64514908,72.43000638,56.86344069,79.0,72.0,56,20.76546556,77.90706712,79.64514908,21,74,79.0,0.285650489,0.282293333,478.3772422,0.015642614,0.063065536,12.48240164,2.359744262,0.066203729,1.937492501,0.201731092,31.05484986,0.154657204,10.45088202,31.05484986,5.064707785,11.53018337,0.06358735,0.066748146,0.048053605,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/517.jpg,517,2.77,50.91,2,20,8.6367368763099,True
565.jpg,565,100.3359375,79.49988042,56.37906569,103.0,82.0,58,15.79629703,120.1708386,100.3359375,16,111,103.0,0.322590321,0.331449412,820.2748439,0.012296576,0.044968511,13.10362263,1.373720677,0.282058945,2.82990121,0.407307531,35.36584892,5.204270409,16.94706905,35.36584892,14.6479566,17.84379051,0.088482761,0.08682593,0.049989333,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/565.jpg,565,2.05,33.5,1,14,7.695310493677436,True
577.jpg,577,81.04715402,71.36429767,58.91870615,82.0,72.0,59,16.84612165,76.71576052,81.04729353,16,70,82.0,0.284410108,0.287293333,582.5365751,0.013772749,0.057020252,12.82646776,1.815425956,0.089452819,2.606527697,0.204182581,30.9244813,1.800445032,8.985927772,30.9244813,6.373760546,9.752649749,0.064611426,0.066194891,0.050627822,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/577.jpg,577,2.66,37.0,1,16,10.382929856700057,True
578.jpg,578,109.3108458,100.2438018,86.55701929,110.0,101.0,87,18.11521445,56.20850606,109.3108857,19,53,110.0,0.396798948,0.398763922,786.2743234,0.012493372,0.048819172,13.10904394,1.455047639,0.219335079,2.353999371,0.389134084,42.93351484,1.108182978,9.070531115,42.93351484,6.225665813,11.15510689,0.126276625,0.131133322,0.107855967,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/578.jpg,578,2.66,37.0,1,16,7.687990445785759,True
675.jpg,675,172.1962891,145.5231186,99.19602997,177.0,149.0,101,19.65216438,114.8194754,172.2637317,19,111,177.0,0.579807781,0.59461098,1609.091928,0.008748502,0.035488759,14.04554225,2.039628494,0.62816279,2.303582372,2.078512022,61.74896622,3.497746123,28.27566258,61.74896622,20.22607656,34.88170051,0.295240697,0.301099408,0.161068389,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/675.jpg,675,1.27,4.31,1,18,9.347028475701954,True
690.jpg,690,100.8808594,77.6149155,50.78312341,103.0,80.0,52,15.99143017,136.521026,100.8810188,16,126,103.0,0.316173947,0.323836471,947.2919803,0.01146022,0.043370875,13.2894805,1.540629798,0.373805038,2.787503694,0.527940955,34.78562643,5.944802588,19.60907662,34.78562643,16.65697941,20.02735269,0.086436585,0.083916715,0.042705469,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/690.jpg,690,2.05,27.75,1,14,7.723989841064469,True
691.jpg,691,167.6377152,131.6661153,95.0763911,172.0,135.0,97,15.30765705,118.9310427,167.6434949,15,111,172.0,0.535968475,0.549255686,2420.629104,0.007524404,0.026603604,14.43396009,1.808484117,0.833523371,3.06249257,2.010596691,57.58469913,8.838043097,25.01760153,57.58469913,26.29317293,29.5689489,0.263472344,0.255263422,0.143808998,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/691.jpg,691,2.05,27.75,1,14,11.296651744795373,True
700.jpg,700,74.18981186,61.17111767,46.75737404,74.0,61.0,47,15.83946508,102.8796237,74.18985172,17,95,74.0,0.246660232,0.247206667,519.8443906,0.01482168,0.061462497,12.60550742,3.63364958,0.116352377,2.846950057,0.27445673,26.79926522,3.177233416,11.01147426,26.79926522,8.476398259,10.91560873,0.050248314,0.050226738,0.033677632,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/700.jpg,700,2.66,39.13,1,16,14.871740917953176,True
701.jpg,701,134.9686105,116.9338329,100.2692921,134.0,116.0,99,14.41061464,70.05841438,134.9686304,15,66,134.0,0.468881215,0.464544706,1418.748739,0.009295883,0.034973067,13.86935119,2.150211462,0.572651733,3.20160204,0.931960988,50.43046025,4.227037941,11.78584047,50.43046025,12.22110163,14.47997304,0.186534568,0.187813937,0.147641493,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/701.jpg,701,2.66,39.13,1,16,9.550539001916858,True
702.jpg,702,119.1054887,114.1543965,102.3897082,120.0,115.0,103,21.40601084,39.63504464,119.1093551,22,36,120.0,0.448463802,0.452587451,1332.521501,0.009138888,0.036668458,13.89749357,1.311425798,0.136077531,1.909471484,0.436527315,48.21739299,-0.295559075,7.205325594,48.21739299,3.588217827,9.46387314,0.16074243,0.16966179,0.150963293,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/702.jpg,702,2.66,39.13,1,16,9.261296141948833,True
703.jpg,703,129.4039581,123.9288106,111.1376953,131.0,125.0,112,21.20220823,40.27262038,129.4040378,21,36,131.0,0.486941333,0.491803137,1647.11493,0.008203264,0.032130727,14.17880515,1.519874325,0.136819435,1.869985204,0.473267937,52.11566331,-0.277875038,7.732659932,52.11566331,3.974611222,10.33828096,0.19189857,0.202472946,0.179715955,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/703.jpg,703,2.66,39.13,1,16,8.086975632499248,True
705.jpg,705,91.2027264,71.01508689,43.21035953,92.0,72.0,44,17.27469308,143.0417132,91.2027264,17,134,92.0,0.287451919,0.291653333,720.7200512,0.013428099,0.04781661,12.86518124,1.865890989,0.213835398,2.472299984,0.437748641,31.62235689,4.601043265,19.93770808,31.62235689,14.4830159,19.69204885,0.070287547,0.069192447,0.03270458,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/705.jpg,705,1.59,29.25,1,17,7.4429424830470925,True
712.jpg,712,90.06411432,68.91262755,39.14128268,91.0,70.0,40,17.43054448,152.258251,90.06411432,17,144,91.0,0.279454135,0.283810196,557.9815423,0.014810928,0.057614333,12.59683775,2.005407743,0.174881684,2.44982219,0.4507665,30.80778485,4.934120032,21.35025128,30.80778485,15.28002761,20.52776644,0.067142611,0.065702259,0.02845734,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/712.jpg,712,1.27,29.5,1,18,10.079763190101346,True
720.jpg,720,149.6128428,122.8057239,95.25579959,148.0,121.0,93,15.23905851,99.67309072,149.6131617,15,94,148.0,0.496140734,0.489375686,2255.36497,0.00823205,0.02962715,14.23752148,1.540194579,0.81698643,2.966991525,1.469231156,53.38128997,6.267988036,18.98032738,53.38128997,19.06835455,22.8083571,0.216429602,0.213970126,0.138744398,/Users/dharamkar.1/Library/CloudStorage/OneDrive-TheOhioStateUniversity/VSCode_image_processing_project/data/Step2_output/enhanced_sample_field/720.jpg,720,2.51,21.72,2,19,7.286198944639647,True
